text,label_id
con hơn cha ... rồi 😆,0
Bố cáu thằng ăn bám váy đàn bà,2
"\""Link mua bút đây nhé, các anh em hỏi nhiều quá\""!!!",0
Tao chỉ mong bóng đá thua mẹ luôn mấy trận đầu cho xong... Đỡ tốn tiền thuế của bố 😠,1
Nguyễn Trung Kiên liên quân luôn nhá,0
Chứ không phải lúc trước đi ra ngân hàng nói chị Ba gửi tiền về cái mặt lên như bà khùng ha 😉Giờ thì bị ba vàng mã lừa gạt úp mặt vào cầu tiêu đi Minh Hiếu ơi nhục,2
k khác dì mấy với bọn thượng đẳng hàn quốc,2
"Phố bolsa là nơi bịa đặt đồn tin thất thiệt lại có những người phét lác như trần dần thế mà vẫn có những người tin đúng là "" ngưu tầm mưu mã tầm mã""",2
Chưa được một lần xem phim trong rạp,0
như buồi thầy ạ :)),1
Đm biết ngay được mấy anh em nhật ký yêu nước tôn vinh làm idol mà :))))),2
rút con kẹc. rút rút quài,1
"GẦY lâu năm, Gầy kinh niên, ăn ngủ kém, cơ địa khó TĂNG_CÂN. Ib m tư vấn, 100%",0
Láo,1
Đọc cmt mà tức vl 🙂,1
@Khánh Linh,0
Me too :))),0
Hài vãi nằm xem mà cười lộn ruột😂😂😂,0
nhạt vl,1
"Lâm Quốc Huy đại học là oke ông , còn cấp 3 thì coi chừng thầy cô nứng :))",2
bị tam than My co giam dinh than kinh ong nay chua?,2
duma xem ghê hết cả người😅😅,1
"Còn a Việt, a Việt đang mong a Tiệp hồi âm :))",0
Ý thức còn kém hơn điểm toán của tao,1
"đéo chấp loại này vì nói gì nó cũng vậy thôi, ae kệ nó đi, chắc nó là bảo vệ ở đó đó :))",1
Bốc họ chăn gái,1
Khoa Ta trên máy bay cái điều hoà nó là vòng khí kín :))) cả máy bay thở tận phổi,0
Bạn hãy đổi tên thành hiệp đầu chó,2
Vũ Thanh Tùng lại hợp lý,0
Dm vòng 800 vòng mới ra vđề mk kêu k thjx vòng vo. Chăk k thjx vòng it,1
Chán dell muốn nói gì 😢,1
Thôi đi con đi cho nieu mày giao quá mà làm thấy mộ noi đo đi,2
Ô KÊ CHU RỜ MO là Ê CÔ CHO RỜ M...,0
Thời gian đầu đ ai chả thề non hẹn biển yêu lâu mới lộ ra ngay ý mà,1
như thế này thì đỡ làm sao đc,0
"Nhìn gần thì như thk đần, Khi thì lại gần Ôi ông Trần Dần!!!",2
Phạm Trà My lag của những đứa lag luôn🤭,0
Thấy người ta làm việc tốt thì dè biểu chúng nó k bằng súc vật,1
Anh Minh đéo hiểu sao giờ còn làm mấy cái trò trẻ trâu này,2
Đụ mé mình vừa đăng clgt.*độ said,1
Thì rõ ràng VN vô đích nên tuy sống với ô nhiễm ở mức nguy hại nhưng dân ta vẫn vui vẻ đi bão và tướng niểng bảo dân ta vẫn vô cùng thông minh đấy thôi !,2
Hiến pháp Mỹ,0
Muốn quay về lại với tuổi thơ thiệt 🙃,0
Các em nhớ subrai kênh của thầy để thầy được nút vàng trước khi đi sing về nha :))),0
Chúc mừng.Em hồ duy hải.mong sự công bằng cho em...,0
Nghe như cặv,1
Quần què là có thật à. :)))),1
"Mặt bà này là biết có dương vật ở dưới háng , mặt nhìn coi không có hậu gì hết .ăn nói như giang hồ mất dạy",2
Golden Golden bà ca ngợi tên Thuỷ Tiên bà này là Thảo Tiên liên quan gì,0
Phương Minn k nghe nổi thì out mắc cailon gì dislike🙂,2
Nè :3,0
chỉ 1 người đứng ra thì làm được gì khi mà tất cả những kẻ khác chỉ biết đứng đó nhìn xem gió thổi chiều nào ta bay theo chiều đó,1
Chán ông già vl🙂,1
"Nhung ơi là Nhung, sao mày báo đời dữ vậy Nhung...):",2
"Lít xăng, cây kẹo, gạo, nước uống ... mày đang đống thế cả đấy thằng trẩu nhi ! Nói chuyện mở mồm đéo, đm, ngứa háng - văn hóa lắm cơ.",2
"Noi nhu vay thi ban lanh ra ho tro thien tay giúp dan di.hay nhu co suc thiet phuc thi manh dan dung len kiu goi quyên gop di.neu k giúp dc thi im lang di.noi ra lam nhu gioi lam do.nhung that chat chi co cai mieng phat lac va doi tay,doi chan vo vung.song k bang con chùm.",1
Ncc,1
Rắn zovanhoa,0
Lam sao ma co the tha loi duoc cho nhung nguoi an noi vo hoc thuc nhu the nay. Bo tay.,2
Chị gặp con linh lóc chi đánh cho nó te tua ra nhé,2
10.000 tỷ = 10.000.000.000.000 Vnd .,0
Công nhân sửa chữa đường dùng máy công suất lớn thổi bụi mù mịt giữa phố_Hà nội VN mới có,1
Nguyễn Trọng Hiệp cấy tội xl,1
"Tính tạo trend , nhưng fail cmnr",1
Tyle Tyle mụ nghĩa chứ ai nữa kkk,0
Nói gì tào lao kg,1
Lỗ đít nè chơi đi,1
qua sam,1
Lao gia KHUNG tien tri cai con C.,2
"Truong Anh cả dân VN đều biết, chắc ăn gian lách được luật =)).",0
Ý tưởng mới nhưng cháy vẫn chết ngạt,0
Lmcs,2
Ảnh gốc 😂,0
Eo ơi nhìn cái mặt nó xấu mà ko giấy nào bút nào mà tả nổi . Đừng nói tới nó bẩn miệng mình . Coi nó còn tệ hơn đống phân .,2
Có 5 thằng like. Có nghĩa bên cạnh thằng óc chó có thêm 5 thằng óc như chó :)),2
Con này chắc ko dc di học,2
Càng nói càng ngu.. học bk nhìu qa đâm ra bị lú... cũng tội mà thôi cũng kệ,1
Trien tri ma cung noi troi kieu ai nay da thi cung that la mot dieu khong chap nhan duoc. Troi dau co kieu ai bao gio. Dich benh o nha thi an toan. Di ra ngoai duong tu nam tu bay la minh tu kieu minh chu troi nao ma kieu.,0
Đéo thấy thằng nào bị tử hình... vì các nghìn tỷ được bỏ túi đều... bọn này ăn nghìn tỷ chỗ này... bọn kia ăn nghìn tỷ chỗ khác... 1 thằng chết là chết cả lũ,1
Riết thấy page này xàm lồn vãi o.O Chửi thì chửi cho đúng.cái gì đáng chửi thì chửi. chứ cái vẹo gì cũng chửi.sai cũng chửi đúng cũng chửi.thành chí phèo cmnr,2
Phạm Văn Đại đjs :v,2
Thằng admin hết tin tức để đăng rồi à.đkm thì kệ mọe nó,2
chịu cứng🤣,0
Sai lầm lớn nhất của tuổi trẻ,0
"Ông im mẹ mồm đi,xl quen mồm",2
Kiều Linh yes,0
mặc cái quần giống thằng biến thái,1
Thời nay biết mặt không biết lòng thôi thì cứ để xem cho kĩ hẳn nói,0
Nhìn như con điếm vậy :)),1
Dm anh xấu vl. Mé,1
Minh Hoàng vl a t,1
Đậu Quỳnh Nhi tưởng đánh nghiêm túc gì chứ troll cũng khoe :)),0
Tôi rất đáng iu nhé,0
"Tú ông ngu suẩn nhìn mặt và thái độ sặc mùi ""âm hộ""",2
Cu Dan doi Kho. ma Tai Sao con an chan tien cua dan ngheo vay troi,1
Cất con mắt lé vào đi r nc vs chị hiếu,1
Cũg chưa biết tin ai đc m ơi =)) đồn như lời,1
Hay ho đéo j bài này. Hay lại câu like mất facebook,2
"Like 300 nhé \"")))",0
"Đm, bực bội tức tối, cay cú rồ người lên rồi mà ko dc cất lời ca, xả cơn tức thì khác éo gì ngậm .c..Ức vẫn thấy thơm,",1
Bede ha j,0
Dm đánh răng thôi nó cũng chiếm 80%,1
Tác giả đang nói thằng niễng và thằng cố vấn của nó.,2
Yêu Thầy Ba vãi cẹt 😚,1
Già mà dơ,1
con quỷ cái,2
chúng tao tuyên giáo hân hạnh tài trợ cho nas thực hiện chương trình mị dân này pew bưng bô said,2
Não chó,2
Chắc NN ghiền truyện tam quốc quá mà :)))),0
E nge noi chi cua e cua chi co hk chu chi co cai lon gi,1
Cực kỳ thuyết phục!!!,0
Ngoan quá nên là k ai chơi cùng :)),0
Lộc Thành Đặng anh ba tan xác =)))))),0
DMCSVN,2
Toi roi,0
"gã xâm lược đi xâm lược nc khác, bị chống trả thì quay ra hối lộ và lập nên cái gọi là phe đối lập hay cp bù nhìn rồi tạo nội chiến.",0
Chịu :)))),0
Thật khâm phục ông phóng viên báo Lao Động bỏ 1 tháng đi làm ngoài công trường để thu nhập tin tức !,0
lik đâu dcm,1
"Dm. T mới bị con go go nó chạy sau nó đớp b ak, gửi cho nó pit mà",1
Như này đủ tấu hài chưa thầy :Đ,0
ói hànggg =)),1
chị Hôm nay đẹp quá,0
Hóng link vào đây là em gái ngon ngọt nc,1
Mau đưa ông già về nhé :)),0
kkkk,0
Cái miệng mày chửi dẻo mỗi ngày mày khg phát ngôn từ đó là ăn khg vô phát ngôn khg ngượng miệng mày xấu mà có được nhờ ra công viên nằm ngửa,2
Ko phải là Undead nhưng tộc này là bất tử,0
Nguyễn Sơn tđn ghét thầy ba thế à mà tút cu nào cũng thấy cmt :)))),1
Huyền Khánh Phùng ơ chị mặt nhiều lớp thế 😂,2
Vl a ưi,1
Hợp lí vl =)),0
Ai cho lũ chống Tổ Quốc về nước? Bọn mày mơ...,2
Trông vừa khít lỗ đít luôn 🤦🏼‍♀️,1
dkm thằng nào sủa câu này -_-,1
Trung Trần vcc:)),1
"Cũng đồng ý vs ad nhưng bạn m từ khi tham gia và đọc từng câu từng chữ bài đăng của ad thì thay đổi hẳn,từ đứa ngoan hiền thành láo xược,có tí chuyện là chửi bới um lên,1 lol 2 lol. Buồn hẳn :'(",1
Thầy Lol bữa kêu ko reaction nữa sau vụ Hương Ly r mà😂😂,2
Trung bị dính lời nguyền :)),0
Trong lúc nước sôi lửa bỏng này mà vẫn có kẻ nhận thức kém vậy,1
Nhậu cái đm chúng mày lũ chó hại dân hại nước,2
"Bún ốc riêu cua 50k/ bát , ngõ chợ đồng xuân ngày 3 tết @@",0
"Phạm AnhQuân ae kênh chát diễn vl , k thấy câu chửi bậy nào luôn",0
PhẠm mạng m lag chứ chậm cc,1
"Mày mới gọi là nhảm đó,đồ chó đẽ",2
trán ngắn tóc dài mồm lai trung cuốc.,1
cc ne Chu Tich. Phạt tao đi.,2
cái đụ má lỗ gì mà lỗ hoài z,1
Like cho cô 👍,0
Nguyễn Hữu Nhân đớp cả của cháu. Thứ mắc dạy,2
Cực kì thuyết phục!!!,0
"Mấy em cứ quăng miếng BVS ra đây, rồi xài cái hiệu gì... Chị 3 tài trợ cho xài tới mãn kinh luôn.",1
Bả nói chuyện cười chết phải nói là có khiếu,0
Con di,2
Đẹp trai như thầy thì đ có ai mua ?,1
Ai trả biết a lắm tiền. Lắm tiền đi du lịch tha bệnh về. Chứ cứ ở quê như e chăn trâu cắt cỏ nuôi cá. Làm sao mà nhiễm bệnh đc. Bệnh Nhà Giàu là thứ bệnh mới,2
Dũng thằng xàm lol,2
Anh Tuan Tr e bé chó chứ =)),0
Nhìn ngu vcl:))),1
"Trời đất.Dân dừng xe vô tình cán vạch hoặc đi cán làn mà chỉ dừng xe nhắc nhở không xử phạt ?,sao các anh khác xa mấy con ....(định bảo con chó nhung thấy xúc phạm con chó quá) ở Hải Phòng quá vậy ?,chúng nó tìm đủ mọi cách bày binh bố trận để dân hở",1
assmin đi chơi gái bị tống à :)),1
:)) Đâu phải sự chờ đợi nào cũng vô nghĩa đâu?,0
"NHNN lại có việc , thằng Son đổi USD số lượng lớn ra tiền Việt kìa . Dân đổi 100USD thì nó đè ra phạt 90tr , thằng cán bộ đổi mấy triệu USD có khi xe chở tiền nó lùi vào tận cửa phòng khách ... Pháp luật phân biệt đối xử vcl",2
bạn hiểu như ntn là phản động ??? mà dám nói bà con biểu tình là phản động,0
Ở nghệ an . Mưa sml mấy ngày liền . Chơi nhỡi gì nựa,0
Thùy Trang đel hiểu sao có người khen hay,1
"@Quốc Bảo Lưu lên phường làm việc là biết liền nha, đôi co ở đây chi cho mệt =]]",0
dây phải tao,0
Đéo biết m nổi tiếng như nào nhưng thái độ m đáng tử hình,2
Chửi nghe k kịp luôn.kk,0
"Gio lên nói cho thiên ha biết 3 vàng mả nó lừa gat la dc roi, con chuoi chi nua mang khẩu nghiêp",0
Cực kỳ con cec,0
Ghép cl nhé,1
khôn thế thầy lòn :)),2
vcl “đợi không mất thời gian” =))))))))) đme cười ị,1
Con hóng gần chết luôn hay quá cô ơi con hóng phần 13 🤣,0
Là sv hay người ?,1
Vl soái ca,1
"Tưởng thế là hay, lớn r à không! Già r mà k biết suy nghĩ gì hết",1
Nói gì tào lao kg,1
Dubai mà coi cái bảng giá này là dội hàng liền... chiếc hyundai i20 bên Ân độ bán $9000 về Vn gần 650 triệu ...! Mua 1 chiec xe là cúng cho chúng nó hơn 1 chiếc xe.. kn thật,0
thằng tập cận bình mà vào quán này ăn bảo đảm mai quán này dẹp chắc,2
Đúng thực sự😂,0
Dlv mất dại,2
Các cậu đéo đi học à 🤦‍♀️,2
Nguyễn Thị Duyên xin link pim,0
Tóc vậy gội khi nào mới hết lọ này thầy be,0
"Xích cổ cách ly ngoài rừng cho hợp với không khí nó cần,thag ml",2
Cáu vl,1
"lũ bò tin rằng coi pháo bông tốt hơn xây tượng đài...rồi xem bóng đá lại hừng hực khí thế hưng phấn hơn gấp mấy lần pháo bông .... cuối cùng thì lôi thằng "" nát"" ngây ngô vào chơi đồ ...xong cả đám cười ngặt ngẹo happy vãi nồi ! đất nước lạc quan lạ cmn lùng ...",2
Vãi cả nguyễn thị tươi khắm àh nhầm tươi thắm 😂😂😂,2
Tiến Đạt Phạm rèn luyện tay nghề đến đâu rồi em,0
Cũng may là nữa đêm chứ ngay giờ cao điểm thì rút kinh nghiệm ngu cmn người :v,1
Khói dm giốg vãi loz khác mỗi cái mặt,1
Hay lắm anh Trung Quảng Cáo,0
ngu thì nhận đi abe,2
Ông Trần dần chữa bệnh covi ở việt nam mới về đó âm tính rồi chúc mừng chú,0
Lý Thành Công 4 tuần rồiiiii,0
"nghèo khổ có giúp gì được người ta k mà đào mồ cuốc mả hộ vậy? ác nghiệp ,khẩu nghiệp mày",2
Một thời nông nổi 🤣,0
"Nguyên nhân chỉnh sửa chữ bố láo gây nhầm lần hiểu nhầm,số thứ tự gây xáo trộn mất thời gian vào những việc vô ích, còn gọi ruồi bu,suy ra độc tài là những kẻ ăn cắp thời gian láo nếu nhất gốc vẫn là cái búa liềm ám dân tộc ,triệu hồi hitler sống dậy...😅",2
Đéo 🤣,1
toang thật 🤣,0
Ở với + sản..bạn đấu tranh họ cho bạn là phản động...khi + sản sai...nó sẽ rút kinh nghiệm..đậu xanh rau muống..,2
"Nếu vậy thì mấy ông CSGT ra đường làm gì cho ""bẩn áo"". Mấy ông mà mà người xấu hết thù ở nhà là xong. Có thế một phát là VN lại ""một ngày đi một trung đội"" như năm nào...",0
Tất cả là từ ý thức như đb của mấy người này mà ra thôi.,2
Vâng abe luôn đẹp trai,0
"Ko dám nói to đâu, nhưng mình cứ liên tưởng đến Nhà nước hồi giáo tự xưng IS. Tụi mà chuyên đi khủng bố thưởng dân ấy...:v",2
Huế Đêm trung thu em xách lồn đi chơi :v,1
Như theo niềm tin của người Nam Bộ á có con chó vào nhà niềm lành,0
cầu mong mọi người bình an mau hết bệnh. Hãy bảo vệ bản thân tốt nhé 😣,0
Lại mọc thêm 1 trang của viẹt tân ag. Đkm bọn chó đẻ,2
Ra khỏi chỗ cách ly rồi lấy đốg gạch🧱🧱 từ dư luận về xây biệt thự ở cho bớt ngột ngạt,1
Lên video để quảng cáo thẩm mỹ viện hả úi giời ơi ai muốn đẹp thì để cho người ta tự đi tìm chứ ma ma ơi,0
Quỳnh Sên e đẹp xinh ko cần son phấn,0
HN Thu Nguyên mấy thằng nhơ bẩn cả nc vn,2
Hot cmt,0
Yêu thật sự =)),0
Đm thiên tai cũng đổ do cộng sản =))),1
Biển số xe là 29 kìa :)))),0
Coi chừng bị nghiệp quật,1
ああ、王子様、妹を許してください、彼女は呪われています...歌を歌っていたのは私でした...彼女は十分に困っています、悪化させないでください。,0
Muốn phòng chống thì phải viết sách nghen😂,0
rì ắc sờn kenny you abe ơi :)).,0
Đây là bạn thân của vũ khắc tiệp mọi ngừoi ạ.nên ý thức nó cũng y vậy,2
Sàm lồn,1
Nguyễn Duy Hùng quá nhanh quá nguy hiểm 😇😇,0
Bắt được đừng chữa nhốt vào cho chết luôn...loại này đừng để đẻ trứng!!!,2
Đó là sự thật mà chẳng ai nói lên không biết bao giờ chế độ độc tài này mới sập em mong từng ngày,2
Đkm chúng nó bán hết rồi còn đâu mà của mình,1
"Vcl tự nhiên chửi người khác ngu rồi đem trường hợp ngu của nó ra ví dụ! Đụ mẹ thằng ""lỏng bao"" dành hết phần ngu người khác! Não teo rồi hoá chó à",2
Nhìn phản cảm vl :(,1
"còn nhớ vụ gài đổi 100usd để "" tịch thu "" cả tiệm vàng nhà người ta năm 2014 ! làm cho những ai biết chuyện đều liên tưởng đến chiến dịch đánh tư sản X1,X2,X3 của ông nào đó ko đáng nhớ...",1
Thật ra thì nộp bhxh cũg tốt. Người lđ chỉ nộp 1 ít còn phần nhiều vẫn là doanh nghiệp nộp. Cái vđề ở đây lq sự khác nhau về luật pháp giữa các nc dẫn tới việc các dn nc ngoài họ có chịu nộp k thôi,0
Bò đỏ khá cay trước thắng lợi của dân Hongkong,2
nứng nứng hóa,1
ngoan đi em thương,0
"Thầy bói Ba cl gì gì vậy thầy, đem con susan ra thế giới à",2
":D Em hnay mới biết đến page, à may thay đọc được bài ghim này, càm thấy là cần phải like page ngay và luôn :))). Và có 1 điều e thắc mắc mong ad có thể tl dùm ạ : CÁC AD CHỦ YẾU LÀ GÁI HAY TRAI Ạ? Em xin hết.",0
Noi chuyen tao lai nguoi ta hoi ong mot duong ong tra loi mot neo tao Lao,2
Đinh Nguyễn Vươn Anh Tuan,0
Mệt chả buồn giải thích nữa,0
"sông cửu long thì bọn cẩu nó ngăn nước đầu nguồn , giờ miền trung thì xả chất độc :( chả có cái gì bọn cẩu này ko làm đc",2
@Đầu Bò TV nó điên á,2
"Về Việt Nam đi bác Dần, Sắp về với đất mẹ rồi thì lúc nằm xuống cũng phải ngửi mùi đất mẹ, để đất mẹ ôm vào lòng. Đừng nằm trên đất khách quê người, lạnh lẽo lắm, cô đớn lắm",0
"Lít xăng, cây kẹo, gạo, nước uống ... mày đang đống thế cả đấy thằng trẩu nhi ! Nói chuyện mở mồm đéo, đm, ngứa háng - văn hóa lắm cơ.",2
Nghe chị nói ko .đéo thấy lol gì .,1
Mes ddocj muoons sangr ddm,1
Hoang mang vailunnn,1
ảnh hưởng cái cc gì. dm chúng nó bán cmnr,2
"Cm nó 50 ,k",1
Huyền Khánh Phùng chuẩn luôn chị ơi hahaa,0
Chỉ sợ thứ óc chó ngu hết phần chó như này,2
Đkm chúng nó bán hết rồi còn đâu mà của mình,1
Tưởng khỉ 🐒 muốn chịt lúc nào cũng được chứ - hè với đông cũng chịt chịt đụ đụ với nhau đúng khung giờ bố đi nhậu,2
Anh hùng đây rồi,0
Mồ tổ cha mày chứ ko tưởng nhớ. Mày ko biết xem tin tức ak,2
cay thực sự =)))),0
Ai cho t biết nhạc n ntn k 🤦‍♀️,0
Lâu lắm mới thấy ad đăng bài đáng đọc,0
Đệt cmm 😃,1
lịt pẹ vỗ tay 👏👏,1
Tr ơi !hãy uống nữa đi cho một giọt nước đái nghe đắng cay trong quần,1
Kem đánh răng ông giáo ạ :>,0
Nói dân trí thấp lại tự ái,1
Oh shjt,1
"Hien Tran Ngoc Bich, Hiep Tranhoa xem có bó tay không nè trời.",1
"nó xạo lồn , thèm chém chết mẹ nó",1
Nguyễn Hoàng Sâm lồnnn Sâm,2
nhanh chóng vãi lồng ! cá chết 3 tuần mới xách đít đi lấy mẫu !,1
Nghe chị nói ko .đéo thấy lol gì .,1
Nghe rất độ mixi nhưng lại là tung sỏi,0
"nên cho mấy lãnh đạo già về nghỉ hưu được rồi , đem mấy cái tư tưởng trước 1975 về nghỉ hưu chung luôn.",2
Chứ còn mẹ gì nữa . . . Câu view trắng trợn,1
Mất trinh =)))),1
Ơn trời. Idol vẫn khỏe,0
Dân lưu vong vào sủa đi kìa =))),2
"Chuyện bình thường như cân đường hộp sữa ở thiên đường này.Các vị nghĩ chúng nó ăn như thế đã là ác độc lắm rồi à.Chưa đâu,nó ăn những cái mà quý vị còn chưa thấy kìa.Không từ bất cứ một thủ đoạn nào,ăn không từ một cái gì.Ăn trên xương máu,trên đầu tr",2
Nứng quá abe oi chơi e đi abe 😚😚😚,1
Chán đéo nói nỗi 🤣🤣,1
Em sẽ đến đơm cái lỗ nhị thầy đêm giáng sinh🙃,2
Đéo cho thì nói ki bo cho rồi thì soi này soi nọ . Thế mày muốn chúng nó sống sao . Miệng chó ko mọc đk ngày voi cứt j củng phun ra đk,2
Hanh Viet tất cả những lập luận viết sai chính tả đều như l,1
Bạn nữ nào âm đạo dãn rộng thâm đen,1
Giờ này chắc con mụ này nhục lắm đây.,1
Phi Quý dầu thơm mùi nhức đầu chết mẹ =)),1
Toàn giáo án máu lồn chảy ngược,1
Nhà tài trợ giấu mặt đã ủng hộ cho RF mua bo trong game đấu này <3,0
Em tham gia cho vui. Chứ em k có PC. Em may mắn với con số 16 lắm. Mấy lần give đc số 16 mà quên share công khai 🤣,0
"đù cái bọn DLV lại được dịp vào ""như này mà đòi biểu tình đòi cá"". cái dm bọn này éo thấy nhục x2 thì thôi chứ, éo thể nào tả được :))",2
Mày đéo xứng đáng làm người dân nam định,2
Thâm vl bạn ơi,1
Mồm loz adm ns ngu bm.,2
Bông ko ra bông trái ko ra trái...âm binh,1
ạc đó dính ạc lq vip vãi lồn ra,1
Ai yêu thắm thì phải mang thắm đi khắp nơi chứ. Nhận in ốp cho mọi dòng máy (2D 3D silicon) và silicon iphone có sẵn. Liên hệ fb em hoặc insta _the.case để xem thêm nhiều mẫu nháaaa ❤️😘,0
Chứ còn mẹ gì nữa . . . Câu view trắng trợn,1
Cần đéo j quan tâm miệng đời,1
@Le Dat tr tr khi mình muốn tán mà có đứa thả thính gắt hơn hahah,0
Ng Văn Duy cút chỗ này đéo có loại người như m địt mẹ mày,2
đkm dơ vc,1
Hải Yến tỏ ra thượng đẳng đ gì :)))) đhs t k care lắm ạ đcm đ ai hỏi ý kiến m,2
KHON NAN,1
30p rồi kêu chậm cái dmm,1
"Ô có tiên tri khi nào hết dịch Corona,và khi nào ông chết không?hay chỉ nói xàm và xạo",2
"ntn andy mmmmnnnnnnnnnnnnnnjnn!!!! ! $?,, &?,,'xmcx'cn ' nn v ckdkxkzkxkpjkohjcjjvjvnvmnkkkkkkknnnnnloolppl",0
Hít hết mẹ r còn đâu :))))),1
Nhìn là biết xạo lồn rồi.. hình như đàn ông mà,2
Chrissy Ho thiệt là ko bit kiềm chế j trơn trọi :)),0
Cái lôz,1
Cứ như thế này thì duyệt mẹ đi cho nhanh 😀,1
Cần đéo j quan tâm miệng đời,1
Đụ con đĩ mẹ chúng m đừng có nhai đi nhai lại đc k? Con người chứ có phải con trâu con bò đâu mà có cái câu nhai mãi mà chả có cái ý nghĩa con cặc gì cả,2
"Hôm nay sinh nhật em, ai chúc mừng sinh nhật em đi ạ",0
bức xúc đỏ mặt,1
Chó để con linh cá lóc,2
Ditme nẫu ruộttt,1
có cái ngu nào bằng cái ngu này?? làm việc thì cũng phải có chừng mực thôi!,1
- là lỗi của chị Nhung nữa :<,2
Khiếp cái quả mồm của ông đấy chắc huyền thoại cmnr 😂😂,1
Đời đôi khi nó vãi lồn lắm các ông ạ :(,1
ĐÃ BÊ ĐÊ RỒI CÒN BỊ BỆNH XẠO LỒN,2
Thâm vl bạn ơi,1
"Trần Vỹ không biết nhục mới đi đạo nhái, những thằng fan là nhục gấp đôi vì hâm mộ thằng đạo chất xám của ng khác",2
nghe tới bạn bè óc nổi cục ... ớn xạo lol hok hà .. thứ ăn cháo đá bát em thấy nhiều chị ơi ...bớt giận bớt giận 🤫,2
Có ai là quan chức mad ko lạm quyền đâu,2
M cầm đầu đi ad,0
Nguyễn Hạnh tiền nhiều để làm gì?? Để đi mang dịch về cho đất nước :((,1
Nguyễn Châu Gia Bảo giờ có cho vé free tui củng méo đi đâu hết tụi này bị điên hay gì á chứ ng thường ai mà ngu động trời như vậy.,2
Lát try hard đi abe sẵn kể tụi em nghe luôn dấu bé 3,0
Ước gì sự giàu có tỷ lệ thuận với ý thức của Nhung.,2
Cai miệng nói không sợ bị hậu quả,1
Đm ads phản động nhé !! Các bạn Cơm Sườn đói là thích các bạn ấy làm thôi :3,2
Vcl lag nó thấy thì nó chụp liền chứ vừa thấy chưa kịp chụp đã 2k 3k like,1
Già đầu mà non quá :)))),2
Yêu cô tui kkk,0
"Công cha như núi thái sơn, nghĩa mẹ như nước trong nguồn chảy ra, rảnh về phụ mẹ giúp cha, cực kì thuyết phục mả cha chúng mày =)))))",1
Con nay ko co an hoc nen moi co hanh dong nhu the.de nguoi ta chua minh ko nhuc a,2
Đ**,1
Ủa rồi nhiều tiền để mang dịch về hay gì,1
Vũ Mai Ly ui thật á,0
Dương Hiếu Dcm,1
Vũ KHẤC Tiệp,2
cái mỏ l*n trong làng hài khẩu nghiệp!,1
":)) vấn đề sang đấy làm đc cơm cháo gì hay lại ăn bám trợ cấp, làm nail với culi như cái đám đu càng thọt mà ra rả kêu gửi tiền về nước nghe to tát quá hihi",2
anh nghĩ sao về việc có thêm vợ bé :v,0
nghe quả nhạc dạo đầu ám ảnh vl anh ạ:>> mất ngủ là có thật🤦🏻‍♀️,1
thành phần thối nát,1
Duoc tien minh hieu con đy me,1
Bị bệnh bên Anh sao lại cho nhập cảnh vào VN,0
Đẹp mà ý thức như cc thì vứt 😁😁😁,1
Trả lại để ông khác còn ăn chứ chia sẻ cho nhau là hp mà dis@@,1
"nó xạo lồn , thèm chém chết mẹ nó",1
Nghe chị nói ko .đéo thấy lol gì .,1
Cách phân biệt thằng ngu ba gà và ba vi thì đúng hơn đó thầy,2
Cô My ơi ở lại với e đi :)) kệ mẹ thg lozzzz ba gà :)))),2
Đình Quang xạo l z pa,2
"Mấy thằng thằng bóng lộn xàm lòn,",2
"Một baì viết phân tich́ và đánh giá có cơ sở rõ rang .Đanh theṕ cho lẽ phải ,sự thật .nhưng rõ rang hơn là Lưư manh coi thương mang ̣sống cuả đồng loại .ko đử tư cách và ko thể biện minh đc TỘI PHẠM NGUYÊN HÌNH VÀ CÓ TỔ CHỨC .XIN CẢM ƠN TG.",1
Đm. Rửa tiền phong cách COCC,1
"Lũ CS đúng là một lũ súc sinh ác độc hơn lũ ngạ quỹ, một lũ người khg có chút nhân tính, quá tàn độc khg biết phải dùng từ gì đễ mô tả cho lũ này! Bất luận thế nào thì cũng có ngày bọn súc vật này cũng phãi đền tội và kết thúc trong đau đớn hơn nhửng gì mà bọn mọi rợ này đả gây ra trong một ngày gần đây....",2
Con cháu Bec và Đảng cộng sản quang vinh muôn năm...🤣🤣🤣,2
Ông Trần Dần nói đúng đấy! Tôi cũng đang nghĩ như ông là Trung Quốc sẽ trả giá rất đắt đối với Mỹ và đồng minh sau vụ đại nạn corona virus này.,0
CÔN ĐỒ CỤC SÚC VÔ NHÂN TÍNH ĐỀ NGHI VN. NHÀ NƯỚC VN BAN THƯỞNG.,2
Sao kh đóng cm nó cửa khẩu đi nhỉ. Cứ cho mấy con mẹ đi lông nhông từ nước này sang nước khác rồi về VN lây lan bệnh đéo chịu cách ly.rồi chẳng bao lâu thành ổ,2
"Ý chúng nó nói ở đây là nên im lặng và tìm hiểu rõ nguyên nhân , như cư dân mạng ở miền bắc , miền nam , và ở nước ngoài chắc phải bay tận về hà tĩnh tìm hiểu rồi mới được đăng stt chắc :) đúng là cái chế độ này càng ngày càng thối nát, cơ quan báo chí tuyên truyền tung hô toàn cái đéo gì ấy đm chắc ko nói gì là ỉm đi vụ formosa luôn đấy",2
Lê Thành Trung học trò lồn 🙂,2
Chỉ muốn ad chửi chết tổ bọn chó chít này đi 😋😋😋😋,2
Dở hơi đeso chịu đc,1
