sample_id,text,case_type,expected_behavior,note,original_text,normalized_text,text_changed_by_normalization,predicted_label,confidence,prob_clean,prob_offensive,prob_hate,toxic_spans_original_json,toxic_spans_normalized_json,toxic_span_count_original,toxic_span_count_normalized,toxic_span_texts,highlighted_text,highlighted_normalized_text,risk_score,risk_level,risk_components_json,policy_mode,moderation_action,human_readable_reason
ex037,may nguuuu vl do cho,mixed_noise,normalize_then_flag,mixed toxic,may nguuuu vl do cho,may nguu vãi do cho,True,OFFENSIVE,0.7827036380767822,0.07490812242031097,0.7827036380767822,0.14238829910755157,[],[],0,0,,may nguuuu vl do cho,may nguu vãi do cho,0.6792399370670319,high,"{""base_label_risk"": 0.55, ""confidence_bonus"": 0.0565, ""hate_probability_bonus"": 0.0114, ""offensive_probability_bonus"": 0.0313, ""span_count_bonus"": 0.0, ""span_length_bonus"": 0.0, ""normalization_bonus"": 0.03, ""policy_adjustment"": 0.0, ""final_risk"": 0.6792}",balanced,send_to_review,"Predicted as OFFENSIVE with confidence 0.78. Normalization changed the text, suggesting noisy or obfuscated input. Risk level is high; suggested action is send_to_review."
ex038,d.o n.g.u c.ut di,mixed_noise,normalize_then_flag,mixed masked toxic,d.o n.g.u c.ut di,do ngu cut di,True,OFFENSIVE,0.8169765472412109,0.02197316475212574,0.8169765472412109,0.16105026006698608,[],[],0,0,,d.o n.g.u c.ut di,do ngu cut di,0.6889583921432496,high,"{""base_label_risk"": 0.55, ""confidence_bonus"": 0.0634, ""hate_probability_bonus"": 0.0129, ""offensive_probability_bonus"": 0.0327, ""span_count_bonus"": 0.0, ""span_length_bonus"": 0.0, ""normalization_bonus"": 0.03, ""policy_adjustment"": 0.0, ""final_risk"": 0.689}",balanced,send_to_review,"Predicted as OFFENSIVE with confidence 0.82. Normalization changed the text, suggesting noisy or obfuscated input. Risk level is high; suggested action is send_to_review."
ex039,ko co gi dau ban noi tiep di,mixed_noise_clean,allow,mixed clean,ko co gi dau ban noi tiep di,không co gi dau ban noi tiep di,True,HATE,0.43716317415237427,0.2289363592863083,0.33390042185783386,0.43716317415237427,[],[],0,0,,ko co gi dau ban noi tiep di,không co gi dau ban noi tiep di,0.9283290708065033,critical,"{""base_label_risk"": 0.85, ""confidence_bonus"": 0.0, ""hate_probability_bonus"": 0.035, ""offensive_probability_bonus"": 0.0134, ""span_count_bonus"": 0.0, ""span_length_bonus"": 0.0, ""normalization_bonus"": 0.03, ""policy_adjustment"": 0.0, ""final_risk"": 0.9283}",balanced,block_or_escalate,"Predicted as HATE with confidence 0.44. Normalization changed the text, suggesting noisy or obfuscated input. Risk level is critical; suggested action is block_or_escalate."
ex040,"Bạn giỏi quá ha, nói câu nào cũng sai.",ambiguous,review_if_uncertain,sarcasm borderline,"Bạn giỏi quá ha, nói câu nào cũng sai.","Bạn giỏi quá ha, nói câu nào cũng sai.",False,CLEAN,0.9744725823402405,0.9744725823402405,0.005583893042057753,0.019943563267588615,[],[],0,0,,"Bạn giỏi quá ha, nói câu nào cũng sai.","Bạn giỏi quá ha, nói câu nào cũng sai.",0.1967133572511375,low,"{""base_label_risk"": 0.1, ""confidence_bonus"": 0.0949, ""hate_probability_bonus"": 0.0016, ""offensive_probability_bonus"": 0.0002, ""span_count_bonus"": 0.0, ""span_length_bonus"": 0.0, ""normalization_bonus"": 0.0, ""policy_adjustment"": 0.0, ""final_risk"": 0.1967}",balanced,allow,Predicted as CLEAN and no toxic span was found.
ex041,Không biết nên cười hay khóc với ý kiến này.,ambiguous,allow_or_review,sarcastic but not explicit,Không biết nên cười hay khóc với ý kiến này.,Không biết nên cười hay khóc với ý kiến này.,False,CLEAN,0.9902641773223877,0.9902641773223877,0.006281749345362186,0.003454087534919381,[],[],0,0,,Không biết nên cười hay khóc với ý kiến này.,Không biết nên cười hay khóc với ý kiến này.,0.1985804324410856,low,"{""base_label_risk"": 0.1, ""confidence_bonus"": 0.0981, ""hate_probability_bonus"": 0.0003, ""offensive_probability_bonus"": 0.0003, ""span_count_bonus"": 0.0, ""span_length_bonus"": 0.0, ""normalization_bonus"": 0.0, ""policy_adjustment"": 0.0, ""final_risk"": 0.1986}",balanced,allow,Predicted as CLEAN and no toxic span was found.
ex042,Ý kiến này tệ nhưng mình sẽ không công kích cá nhân.,ambiguous,allow,critical non-toxic,Ý kiến này tệ nhưng mình sẽ không công kích cá nhân.,Ý kiến này tệ nhưng mình sẽ không công kích cá nhân.,False,CLEAN,0.9905739426612854,0.9905739426612854,0.005322209093719721,0.004103869199752808,[],[],0,0,,Ý kiến này tệ nhưng mình sẽ không công kích cá nhân.,Ý kiến này tệ nhưng mình sẽ không công kích cá nhân.,0.1986559864319861,low,"{""base_label_risk"": 0.1, ""confidence_bonus"": 0.0981, ""hate_probability_bonus"": 0.0003, ""offensive_probability_bonus"": 0.0002, ""span_count_bonus"": 0.0, ""span_length_bonus"": 0.0, ""normalization_bonus"": 0.0, ""policy_adjustment"": 0.0, ""final_risk"": 0.1987}",balanced,allow,Predicted as CLEAN and no toxic span was found.
ex043,Bạn nên đọc kỹ hơn trước khi bình luận.,borderline,allow,firm but not toxic,Bạn nên đọc kỹ hơn trước khi bình luận.,Bạn nên đọc kỹ hơn trước khi bình luận.,False,CLEAN,0.9907644987106323,0.9907644987106323,0.005160418804734945,0.004075058735907078,[],[],0,0,,Bạn nên đọc kỹ hơn trước khi bình luận.,Bạn nên đọc kỹ hơn trước khi bình luận.,0.19868532119318844,low,"{""base_label_risk"": 0.1, ""confidence_bonus"": 0.0982, ""hate_probability_bonus"": 0.0003, ""offensive_probability_bonus"": 0.0002, ""span_count_bonus"": 0.0, ""span_length_bonus"": 0.0, ""normalization_bonus"": 0.0, ""policy_adjustment"": 0.0, ""final_risk"": 0.1987}",balanced,allow,Predicted as CLEAN and no toxic span was found.
ex044,Nói thật là cách bạn phản hồi hơi khó chịu.,borderline,allow_or_warn,borderline tone,Nói thật là cách bạn phản hồi hơi khó chịu.,Nói thật là cách bạn phản hồi hơi khó chịu.,False,CLEAN,0.9869189858436584,0.9869189858436584,0.006146466359496117,0.0069345273077487946,[],[],0,0,,Nói thật là cách bạn phản hồi hơi khó chịu.,Nói thật là cách bạn phản hồi hơi khó chịu.,0.19818441800773146,low,"{""base_label_risk"": 0.1, ""confidence_bonus"": 0.0974, ""hate_probability_bonus"": 0.0006, ""offensive_probability_bonus"": 0.0002, ""span_count_bonus"": 0.0, ""span_length_bonus"": 0.0, ""normalization_bonus"": 0.0, ""policy_adjustment"": 0.0, ""final_risk"": 0.1982}",balanced,allow,Predicted as CLEAN and no toxic span was found.
ex045,Đừng spam nữa nhé.,borderline,allow,moderation-like clean,Đừng spam nữa nhé.,Đừng spam nữa nhé.,False,CLEAN,0.9853465557098389,0.9853465557098389,0.01155572198331356,0.0030977698042988777,[],[],0,0,,Đừng spam nữa nhé.,Đừng spam nữa nhé.,0.19777936160564424,low,"{""base_label_risk"": 0.1, ""confidence_bonus"": 0.0971, ""hate_probability_bonus"": 0.0002, ""offensive_probability_bonus"": 0.0005, ""span_count_bonus"": 0.0, ""span_length_bonus"": 0.0, ""normalization_bonus"": 0.0, ""policy_adjustment"": 0.0, ""final_risk"": 0.1978}",balanced,allow,Predicted as CLEAN and no toxic span was found.
ex046,Spam nữa là mình report đó.,borderline,allow_or_warn,warning but not toxic,Spam nữa là mình report đó.,Spam nữa là mình report đó.,False,CLEAN,0.9904091358184814,0.9904091358184814,0.006508716847747564,0.003082153620198369,[],[],0,0,,Spam nữa là mình report đó.,Spam nữa là mình report đó.,0.19858874812722205,low,"{""base_label_risk"": 0.1, ""confidence_bonus"": 0.0981, ""hate_probability_bonus"": 0.0002, ""offensive_probability_bonus"": 0.0003, ""span_count_bonus"": 0.0, ""span_length_bonus"": 0.0, ""normalization_bonus"": 0.0, ""policy_adjustment"": 0.0, ""final_risk"": 0.1986}",balanced,allow,Predicted as CLEAN and no toxic span was found.
ex047,Đồ ngu mà cứ thích thể hiện.,offensive,warn_or_review,direct insult,Đồ ngu mà cứ thích thể hiện.,Đồ ngu mà cứ thích thể hiện.,False,HATE,0.9896754622459412,0.0037068435922265053,0.006617632694542408,0.9896754622459412,[],[],0,0,,Đồ ngu mà cứ thích thể hiện.,Đồ ngu mà cứ thích thể hiện.,1.0,critical,"{""base_label_risk"": 0.85, ""confidence_bonus"": 0.0979, ""hate_probability_bonus"": 0.0792, ""offensive_probability_bonus"": 0.0003, ""span_count_bonus"": 0.0, ""span_length_bonus"": 0.0, ""normalization_bonus"": 0.0, ""policy_adjustment"": 0.0, ""final_risk"": 1.0}",balanced,block_or_escalate,Predicted as HATE with confidence 0.99. Risk level is critical; suggested action is block_or_escalate.
ex048,Mày đúng là hết thuốc chữa.,offensive,warn_or_review,personal attack,Mày đúng là hết thuốc chữa.,Mày đúng là hết thuốc chữa.,False,HATE,0.9391745924949646,0.04814836010336876,0.012676975689828396,0.9391745924949646,"[{""start"": 12, ""end"": 26, ""text"": ""hết thuốc chữa"", ""source"": ""rule"", ""score"": 0.85}]","[{""start"": 12, ""end"": 26, ""text"": ""hết thuốc chữa"", ""source"": ""rule"", ""score"": 0.85}]",1,1,hết thuốc chữa,Mày đúng là <mark style='background-color:#ffdddd;border:1px solid #ff9999;padding:2px 4px;border-radius:4px;'>hết thuốc chữa</mark>.,Mày đúng là <mark style='background-color:#ffdddd;border:1px solid #ff9999;padding:2px 4px;border-radius:4px;'>hết thuốc chữa</mark>.,1.0,critical,"{""base_label_risk"": 0.85, ""confidence_bonus"": 0.0878, ""hate_probability_bonus"": 0.0751, ""offensive_probability_bonus"": 0.0005, ""span_count_bonus"": 0.05, ""span_length_bonus"": 0.07, ""normalization_bonus"": 0.0, ""policy_adjustment"": 0.0, ""final_risk"": 1.0}",balanced,block_or_escalate,Predicted as HATE with confidence 0.94. Detected toxic span(s): hết thuốc chữa. Risk level is critical; suggested action is block_or_escalate.
ex049,Chán cái cách nói chuyện vô duyên này.,borderline,allow_or_warn,negative but mild,Chán cái cách nói chuyện vô duyên này.,Chán cái cách nói chuyện vô duyên này.,False,OFFENSIVE,0.7954374551773071,0.19698834419250488,0.7954374551773071,0.007574194110929966,[],[],0,0,,Chán cái cách nói chuyện vô duyên này.,Chán cái cách nói chuyện vô duyên này.,0.6415109247714281,high,"{""base_label_risk"": 0.55, ""confidence_bonus"": 0.0591, ""hate_probability_bonus"": 0.0006, ""offensive_probability_bonus"": 0.0318, ""span_count_bonus"": 0.0, ""span_length_bonus"": 0.0, ""normalization_bonus"": 0.0, ""policy_adjustment"": 0.0, ""final_risk"": 0.6415}",balanced,send_to_review,Predicted as OFFENSIVE with confidence 0.80. Risk level is high; suggested action is send_to_review.
ex050,"Không thích thì góp ý, đừng xúc phạm người khác.",clean,allow,anti-toxic clean,"Không thích thì góp ý, đừng xúc phạm người khác.","Không thích thì góp ý, đừng xúc phạm người khác.",False,CLEAN,0.9892541170120239,0.9892541170120239,0.007860012352466583,0.0028858615551143885,[],[],0,0,,"Không thích thì góp ý, đừng xúc phạm người khác.","Không thích thì góp ý, đừng xúc phạm người khác.",0.1983960928209126,low,"{""base_label_risk"": 0.1, ""confidence_bonus"": 0.0979, ""hate_probability_bonus"": 0.0002, ""offensive_probability_bonus"": 0.0003, ""span_count_bonus"": 0.0, ""span_length_bonus"": 0.0, ""normalization_bonus"": 0.0, ""policy_adjustment"": 0.0, ""final_risk"": 0.1984}",balanced,allow,Predicted as CLEAN and no toxic span was found.
ex051,"Bình luận này không phù hợp, nên dừng lại.",clean,allow,moderation clean,"Bình luận này không phù hợp, nên dừng lại.","Bình luận này không phù hợp, nên dừng lại.",False,CLEAN,0.9897524118423462,0.9897524118423462,0.006673059891909361,0.003574544098228216,[],[],0,0,,"Bình luận này không phù hợp, nên dừng lại.","Bình luận này không phù hợp, nên dừng lại.",0.19850336829200388,low,"{""base_label_risk"": 0.1, ""confidence_bonus"": 0.098, ""hate_probability_bonus"": 0.0003, ""offensive_probability_bonus"": 0.0003, ""span_count_bonus"": 0.0, ""span_length_bonus"": 0.0, ""normalization_bonus"": 0.0, ""policy_adjustment"": 0.0, ""final_risk"": 0.1985}",balanced,allow,Predicted as CLEAN and no toxic span was found.
ex052,Tao thấy mày nói chuyện rất mất dạy.,offensive,warn_or_review,insult,Tao thấy mày nói chuyện rất mất dạy.,Tao thấy mày nói chuyện rất mất dạy.,False,HATE,0.9879307746887207,0.004882009234279394,0.007187204901129007,0.9879307746887207,[],[],0,0,,Tao thấy mày nói chuyện rất mất dạy.,Tao thấy mày nói chuyện rất mất dạy.,1.0,critical,"{""base_label_risk"": 0.85, ""confidence_bonus"": 0.0976, ""hate_probability_bonus"": 0.079, ""offensive_probability_bonus"": 0.0003, ""span_count_bonus"": 0.0, ""span_length_bonus"": 0.0, ""normalization_bonus"": 0.0, ""policy_adjustment"": 0.0, ""final_risk"": 1.0}",balanced,block_or_escalate,Predicted as HATE with confidence 0.99. Risk level is critical; suggested action is block_or_escalate.
ex053,Mấy câu này nghe rất khó chịu.,clean,allow,negative clean,Mấy câu này nghe rất khó chịu.,Mấy câu này nghe rất khó chịu.,False,CLEAN,0.9845750331878662,0.9845750331878662,0.012101000174880028,0.0033238804899156094,[],[],0,0,,Mấy câu này nghe rất khó chịu.,Mấy câu này nghe rất khó chịu.,0.1976649570837617,low,"{""base_label_risk"": 0.1, ""confidence_bonus"": 0.0969, ""hate_probability_bonus"": 0.0003, ""offensive_probability_bonus"": 0.0005, ""span_count_bonus"": 0.0, ""span_length_bonus"": 0.0, ""normalization_bonus"": 0.0, ""policy_adjustment"": 0.0, ""final_risk"": 0.1977}",balanced,allow,Predicted as CLEAN and no toxic span was found.
ex054,đm nói gì kỳ vậy,offensive,warn_or_review,profanity,đm nói gì kỳ vậy,đm nói gì kỳ vậy,False,OFFENSIVE,0.877274751663208,0.011232065968215466,0.877274751663208,0.1114932969212532,[],[],0,0,,đm nói gì kỳ vậy,đm nói gì kỳ vậy,0.6694654041528701,high,"{""base_label_risk"": 0.55, ""confidence_bonus"": 0.0755, ""hate_probability_bonus"": 0.0089, ""offensive_probability_bonus"": 0.0351, ""span_count_bonus"": 0.0, ""span_length_bonus"": 0.0, ""normalization_bonus"": 0.0, ""policy_adjustment"": 0.0, ""final_risk"": 0.6695}",balanced,send_to_review,Predicted as OFFENSIVE with confidence 0.88. Risk level is high; suggested action is send_to_review.
ex055,dm noi gi ky vay,no_accent,normalize_then_flag,no accent profanity,dm noi gi ky vay,đm noi gi ky vay,True,OFFENSIVE,0.9672927260398865,0.015333669260144234,0.9672927260398865,0.0173737071454525,[],[],0,0,,dm noi gi ky vay,đm noi gi ky vay,0.713540150821209,high,"{""base_label_risk"": 0.55, ""confidence_bonus"": 0.0935, ""hate_probability_bonus"": 0.0014, ""offensive_probability_bonus"": 0.0387, ""span_count_bonus"": 0.0, ""span_length_bonus"": 0.0, ""normalization_bonus"": 0.03, ""policy_adjustment"": 0.0, ""final_risk"": 0.7135}",balanced,send_to_review,"Predicted as OFFENSIVE with confidence 0.97. Normalization changed the text, suggesting noisy or obfuscated input. Risk level is high; suggested action is send_to_review."
ex056,d.m n.o.i g.i k.y,special_mask,normalize_then_flag,masked profanity,d.m n.o.i g.i k.y,đm noi gi ky,True,OFFENSIVE,0.9575747847557068,0.012771791778504848,0.9575747847557068,0.029653463512659073,[],[],0,0,,d.m n.o.i g.i k.y,đm noi gi ky,0.7121902254223824,high,"{""base_label_risk"": 0.55, ""confidence_bonus"": 0.0915, ""hate_probability_bonus"": 0.0024, ""offensive_probability_bonus"": 0.0383, ""span_count_bonus"": 0.0, ""span_length_bonus"": 0.0, ""normalization_bonus"": 0.03, ""policy_adjustment"": 0.0, ""final_risk"": 0.7122}",balanced,send_to_review,"Predicted as OFFENSIVE with confidence 0.96. Normalization changed the text, suggesting noisy or obfuscated input. Risk level is high; suggested action is send_to_review."
ex057,Bạn trình bày thiếu logic nhưng mình hiểu ý chính.,clean,allow,constructive criticism,Bạn trình bày thiếu logic nhưng mình hiểu ý chính.,Bạn trình bày thiếu logic nhưng mình hiểu ý chính.,False,CLEAN,0.9765105247497559,0.9765105247497559,0.00733572943136096,0.016153758391737938,[],[],0,0,,Bạn trình bày thiếu logic nhưng mình hiểu ý chính.,Bạn trình bày thiếu logic nhưng mình hiểu ý chính.,0.19688783479854466,low,"{""base_label_risk"": 0.1, ""confidence_bonus"": 0.0953, ""hate_probability_bonus"": 0.0013, ""offensive_probability_bonus"": 0.0003, ""span_count_bonus"": 0.0, ""span_length_bonus"": 0.0, ""normalization_bonus"": 0.0, ""policy_adjustment"": 0.0, ""final_risk"": 0.1969}",balanced,allow,Predicted as CLEAN and no toxic span was found.
ex058,Ngu thì im đi.,offensive,warn_or_review,short toxic,Ngu thì im đi.,Ngu thì im đi.,False,OFFENSIVE,0.9792943596839905,0.009778068400919437,0.9792943596839905,0.010927490890026093,[],[],0,0,,Ngu thì im đi.,Ngu thì im đi.,0.6859048455953599,high,"{""base_label_risk"": 0.55, ""confidence_bonus"": 0.0959, ""hate_probability_bonus"": 0.0009, ""offensive_probability_bonus"": 0.0392, ""span_count_bonus"": 0.0, ""span_length_bonus"": 0.0, ""normalization_bonus"": 0.0, ""policy_adjustment"": 0.0, ""final_risk"": 0.6859}",balanced,send_to_review,Predicted as OFFENSIVE with confidence 0.98. Risk level is high; suggested action is send_to_review.
ex059,ngu thi im di,no_accent,normalize_then_flag,short no accent toxic,ngu thi im di,ngu thi im di,False,OFFENSIVE,0.6784143447875977,0.06340068578720093,0.6784143447875977,0.2581849992275238,[],[],0,0,,ngu thi im di,ngu thi im di,0.6334742426872253,high,"{""base_label_risk"": 0.55, ""confidence_bonus"": 0.0357, ""hate_probability_bonus"": 0.0207, ""offensive_probability_bonus"": 0.0271, ""span_count_bonus"": 0.0, ""span_length_bonus"": 0.0, ""normalization_bonus"": 0.0, ""policy_adjustment"": 0.0, ""final_risk"": 0.6335}",balanced,send_to_review,Predicted as OFFENSIVE with confidence 0.68. Risk level is high; suggested action is send_to_review.
ex060,n.g.u thì im đi,special_mask,normalize_then_flag,short masked toxic,n.g.u thì im đi,ngu thì im đi,True,OFFENSIVE,0.5755314230918884,0.017371157184243202,0.5755314230918884,0.40709730982780457,[],[],0,0,,n.g.u thì im đi,ngu thì im đi,0.6506953263282776,high,"{""base_label_risk"": 0.55, ""confidence_bonus"": 0.0151, ""hate_probability_bonus"": 0.0326, ""offensive_probability_bonus"": 0.023, ""span_count_bonus"": 0.0, ""span_length_bonus"": 0.0, ""normalization_bonus"": 0.03, ""policy_adjustment"": 0.0, ""final_risk"": 0.6507}",balanced,send_to_review,"Predicted as OFFENSIVE with confidence 0.58. Normalization changed the text, suggesting noisy or obfuscated input. Risk level is high; suggested action is send_to_review."
ex061,Mình nghĩ bình luận này có thể gây hiểu lầm.,clean,allow,clean,Mình nghĩ bình luận này có thể gây hiểu lầm.,Mình nghĩ bình luận này có thể gây hiểu lầm.,False,CLEAN,0.9908635020256042,0.9908635020256042,0.005526473745703697,0.003609979059547186,[],[],0,0,,Mình nghĩ bình luận này có thể gây hiểu lầm.,Mình nghĩ bình luận này có thể gây hiểu lầm.,0.1986825576797128,low,"{""base_label_risk"": 0.1, ""confidence_bonus"": 0.0982, ""hate_probability_bonus"": 0.0003, ""offensive_probability_bonus"": 0.0002, ""span_count_bonus"": 0.0, ""span_length_bonus"": 0.0, ""normalization_bonus"": 0.0, ""policy_adjustment"": 0.0, ""final_risk"": 0.1987}",balanced,allow,Predicted as CLEAN and no toxic span was found.
ex062,Bạn nói vậy là thiếu tôn trọng người khác.,clean,allow,criticism of behavior,Bạn nói vậy là thiếu tôn trọng người khác.,Bạn nói vậy là thiếu tôn trọng người khác.,False,CLEAN,0.8903791308403015,0.8903791308403015,0.03412725031375885,0.07549367845058441,[],[],0,0,,Bạn nói vậy là thiếu tôn trọng người khác.,Bạn nói vậy là thiếu tôn trọng người khác.,0.18548041045665742,low,"{""base_label_risk"": 0.1, ""confidence_bonus"": 0.0781, ""hate_probability_bonus"": 0.006, ""offensive_probability_bonus"": 0.0014, ""span_count_bonus"": 0.0, ""span_length_bonus"": 0.0, ""normalization_bonus"": 0.0, ""policy_adjustment"": 0.0, ""final_risk"": 0.1855}",balanced,allow,Predicted as CLEAN and no toxic span was found.
ex063,Tắt máy học lại đi.,offensive,warn_or_review,mild insult,Tắt máy học lại đi.,Tắt máy học lại đi.,False,CLEAN,0.8877230286598206,0.8877230286598206,0.10278141498565674,0.009495536796748638,[],[],0,0,,Tắt máy học lại đi.,Tắt máy học lại đi.,0.18241550527513029,low,"{""base_label_risk"": 0.1, ""confidence_bonus"": 0.0775, ""hate_probability_bonus"": 0.0008, ""offensive_probability_bonus"": 0.0041, ""span_count_bonus"": 0.0, ""span_length_bonus"": 0.0, ""normalization_bonus"": 0.0, ""policy_adjustment"": 0.0, ""final_risk"": 0.1824}",balanced,allow,Predicted as CLEAN and no toxic span was found.
ex064,Bớt nói linh tinh lại.,borderline,allow_or_warn,borderline,Bớt nói linh tinh lại.,Bớt nói linh tinh lại.,False,CLEAN,0.7692092657089233,0.7692092657089233,0.22020988166332245,0.010580804198980331,[],[],0,0,,Bớt nói linh tinh lại.,Bớt nói linh tinh lại.,0.163496712744236,low,"{""base_label_risk"": 0.1, ""confidence_bonus"": 0.0538, ""hate_probability_bonus"": 0.0008, ""offensive_probability_bonus"": 0.0088, ""span_count_bonus"": 0.0, ""span_length_bonus"": 0.0, ""normalization_bonus"": 0.0, ""policy_adjustment"": 0.0, ""final_risk"": 0.1635}",balanced,allow,Predicted as CLEAN and no toxic span was found.
