text_original,text_clean,label_id,label_name,label_binary
Page có 402 fan cứng lận bao giờ ms tới lượt :v,Page có 402 fan cứng lận bao giờ ms tới lượt :v,0,CLEAN,0
đủ vui chưa bro ?,đủ vui chưa bro ?,0,CLEAN,0
Chi ba vàng ngọc từ bi quá,Chi ba vàng ngọc từ bi quá,0,CLEAN,0
"A Ku Lộc k phải nó thì là ai, đến bh còn bảo k phải do nó. Khai gian dối để qua cửa kiểm soát là tội đồ lớn rồi. Làm gì dễ có chuyện gần như cả khoang hạng thương gia lây như thế","A Ku Lộc k phải nó thì là ai, đến bh còn bảo k phải do nó. Khai gian dối để qua cửa kiểm soát là tội đồ lớn rồi. Làm gì dễ có chuyện gần như cả khoang hạng thương gia lây như thế",2,HATE,1
Hong kong anh hùng!,Hong kong anh hùng!,0,CLEAN,0
lại đêu,lại đêu,0,CLEAN,0
Con cho,Con cho,1,OFFENSIVE,1
Có phải cô bé tên Nhung không ad.,Có phải cô bé tên Nhung không ad.,0,CLEAN,0
Khúc Hương Giang dẹp mẹ đi ra tết ai chơi :) để coi tết được dô chơi zới m,Khúc Hương Giang dẹp mẹ đi ra tết ai chơi :) để coi tết được dô chơi zới m,0,CLEAN,0
Ý bạn là cô Lê na? :))),Ý bạn là cô Lê na? :))),0,CLEAN,0
Võ Hoài Phong xin video,Võ Hoài Phong xin video,0,CLEAN,0
"Khi quay lại sẽ tốt hơn , vì học hỏi được cái hay của nước ngoài","Khi quay lại sẽ tốt hơn , vì học hỏi được cái hay của nước ngoài",0,CLEAN,0
Giọng thế này đừng nên thử vs nhạc dance,Giọng thế này đừng nên thử vs nhạc dance,0,CLEAN,0
Ừ chắc dây heng 😂😂😂,Ừ chắc dây heng 😂😂😂,0,CLEAN,0
Đm thua vcl :)))) phim hài à :)))) Troll vcl,Đm thua vcl :)))) phim hài à :)))) Troll vcl,0,CLEAN,0
Sống chậm quá mng ơi :)),Sống chậm quá mng ơi :)),0,CLEAN,0
Đưa cô lên top thịnh hành nào !!!,Đưa cô lên top thịnh hành nào !!!,0,CLEAN,0
Mình éo có ip nên test trên android nhé :v,Mình éo có ip nên test trên android nhé :v,0,CLEAN,0
"Cho ko mat duoc nga voi,nhung chi 3 an cuc duoc do nha chi 3","Cho ko mat duoc nga voi,nhung chi 3 an cuc duoc do nha chi 3",2,HATE,1
Quà dành tặng abe khi tết về =)),Quà dành tặng abe khi tết về =)),0,CLEAN,0
bê quá,bê quá,0,CLEAN,0
Tôi đang xem Hài hay phóng sự đây admin,Tôi đang xem Hài hay phóng sự đây admin,0,CLEAN,0
Em de mat nhu vay nhin rat dep nhin de thuong lam em gai oi,Em de mat nhu vay nhin rat dep nhin de thuong lam em gai oi,0,CLEAN,0
mà nhập code này là đc 2 huy hiệu luôn à ??,mà nhập code này là đc 2 huy hiệu luôn à ??,0,CLEAN,0
Nhanhh that su :))),Nhanhh that su :))),0,CLEAN,0
Sức công phá huỷ diệt của mèo Tom :)),Sức công phá huỷ diệt của mèo Tom :)),0,CLEAN,0
Clm thầy,Clm thầy,2,HATE,1
Con linh ca loc no o doai loan,Con linh ca loc no o doai loan,0,CLEAN,0
Phía sau thằng đàn ông thất bại là con đàn bà xui dại :v,Phía sau thằng đàn ông thất bại là con đàn bà xui dại :v,0,CLEAN,0
Ánh sáng của Đảng sẽ soi sáng cho chúng ta,Ánh sáng của Đảng sẽ soi sáng cho chúng ta,0,CLEAN,0
Đu lại có cớ xây sb long thành đây mà. Thôi đạp bỏ sb tsn đi. Xay long thanh,Đu lại có cớ xây sb long thành đây mà. Thôi đạp bỏ sb tsn đi. Xay long thanh,0,CLEAN,0
Thằng xăm hình said :,Thằng xăm hình said :,0,CLEAN,0
Đức Huy vô nghe thầy giảg bài nha,Đức Huy vô nghe thầy giảg bài nha,0,CLEAN,0
Nguyen Loc k ship do an dc r,Nguyen Loc k ship do an dc r,0,CLEAN,0
Nghe ko thuyết phục lắm nhưng có vẻ hợp lý =]]]~,Nghe ko thuyết phục lắm nhưng có vẻ hợp lý =]]]~,0,CLEAN,0
Trend đó việt nam tụi tao dùng lâu rồi,Trend đó việt nam tụi tao dùng lâu rồi,0,CLEAN,0
thầy nhớ mang vinh quang về - nghệ sĩ hài hước clm,thầy nhớ mang vinh quang về - nghệ sĩ hài hước clm,1,OFFENSIVE,1
xạo bà nói câu đó có ngày bà nghèo cho biết,xạo bà nói câu đó có ngày bà nghèo cho biết,2,HATE,1
Phùng Ánh Nguyệt Phùng Như Quỳnh Ngọc Ánh Yến Lê Triệu Minh TOàn KÒy Hạ Anh làm đc không các bạn vào bờ thôi,Phùng Ánh Nguyệt Phùng Như Quỳnh Ngọc Ánh Yến Lê Triệu Minh TOàn KÒy Hạ Anh làm đc không các bạn vào bờ thôi,0,CLEAN,0
Con Bố Chuyên hot trend đấy đừng đùa,Con Bố Chuyên hot trend đấy đừng đùa,0,CLEAN,0
Chợt nhận ra những điều mình làm là vì ai? Cố gắng vì điều gì?,Chợt nhận ra những điều mình làm là vì ai? Cố gắng vì điều gì?,0,CLEAN,0
"Và chúng nó nghĩ rằng đây là ""Sáng Tạo"" chứ ko phải ""Ngu Si"" hay ""Giết Người"" 😡😡😡","Và chúng nó nghĩ rằng đây là ""Sáng Tạo"" chứ ko phải ""Ngu Si"" hay ""Giết Người"" 😡😡😡",0,CLEAN,0
Xin 1 lần đc bắt kịp🤣,Xin 1 lần đc bắt kịp🤣,0,CLEAN,0
người làm thầy 3 + sena + petlan và bố già kalista thua mấy ngày nay,người làm thầy 3 + sena + petlan và bố già kalista thua mấy ngày nay,0,CLEAN,0
Ngó mệt,Ngó mệt,0,CLEAN,0
"Sao Vlog sang quá mà, ý thức củ loz vayy?","Sao Vlog sang quá mà, ý thức củ loz vayy?",2,HATE,1
Đức Mạnh gaga,Đức Mạnh gaga,0,CLEAN,0
Đijt mẹ thằng ad phản động tuyên truyền vớ vẩn,Đijt mẹ thằng ad phản động tuyên truyền vớ vẩn,2,HATE,1
Khá cayy 😂,Khá cayy 😂,0,CLEAN,0
Võ Minh Hiếu xin vid ạ,Võ Minh Hiếu xin vid ạ,0,CLEAN,0
Nghe vô lý nhưng lại thuyết phục vl :))),Nghe vô lý nhưng lại thuyết phục vl :))),0,CLEAN,0
Bố tổ sư. Súng bắn không trúng. Để tao bắn cho phát chẳng lòi phèo ra. Cạn lời,Bố tổ sư. Súng bắn không trúng. Để tao bắn cho phát chẳng lòi phèo ra. Cạn lời,1,OFFENSIVE,1
Già mà dơ,Già mà dơ,1,OFFENSIVE,1
Nguyễn Kiên 3 que là sao ạ,Nguyễn Kiên 3 que là sao ạ,0,CLEAN,0
Tiến Nguyễn Chiều mới đi qua đúng ko :)),Tiến Nguyễn Chiều mới đi qua đúng ko :)),0,CLEAN,0
Diệp Đình Huy phục cái địt mẹ mày,Diệp Đình Huy phục cái địt mẹ mày,2,HATE,1
Có hiểu quá cảnh là gì ko?,Có hiểu quá cảnh là gì ko?,0,CLEAN,0
đẳng cấp cao có khác <3,đẳng cấp cao có khác <3,0,CLEAN,0
Thôi xong 1 chú xxx lau chau nhanh nhảu,Thôi xong 1 chú xxx lau chau nhanh nhảu,0,CLEAN,0
DLV ngu lol lại còn lắm đứa hùa theo thể hiện đầu óc đúng là cặn bã. Lại còn lắm thằng bảo Việt Tân tài trợ Phan Anh nữa chứ.,DLV ngu lol lại còn lắm đứa hùa theo thể hiện đầu óc đúng là cặn bã. Lại còn lắm thằng bảo Việt Tân tài trợ Phan Anh nữa chứ.,2,HATE,1
?,?,0,CLEAN,0
sân bay tình hình như vậy chỉ có kiệt sức thôi. khai báo cho cố vô ko chịu cách ly giờ lòi ra cả đống luôn. 1 đứa bệnh 1000 đứa cách ly ai mà chơi lại.,sân bay tình hình như vậy chỉ có kiệt sức thôi. khai báo cho cố vô ko chịu cách ly giờ lòi ra cả đống luôn. 1 đứa bệnh 1000 đứa cách ly ai mà chơi lại.,0,CLEAN,0
Tộc tưởng phải đứng giữa hai chị đẹp gái kia mới hợp lý hơn không=)),Tộc tưởng phải đứng giữa hai chị đẹp gái kia mới hợp lý hơn không=)),0,CLEAN,0
Phạm Đức Anh cười k chịu đc 😂,Phạm Đức Anh cười k chịu đc 😂,0,CLEAN,0
"cái đmm nhé ad, đừng có vơ đũa cả nắm, ăn cứt cả đống nhé con. 4.5 tr Đảng viên k phải ai cũng xấu mà để m nói cái giọng của loại chó đấy. cái page chó bẩn ngu si này. m ra xem ngoài xã hội đầy Đảng viên vẫn nai lưng đi làm để nuôi đầy cái giống đéo ph","cái đmm nhé ad, đừng có vơ đũa cả nắm, ăn cứt cả đống nhé con. 4.5 tr Đảng viên k phải ai cũng xấu mà để m nói cái giọng của loại chó đấy. cái page chó bẩn ngu si này. m ra xem ngoài xã hội đầy Đảng viên vẫn nai lưng đi làm để nuôi đầy cái giống đéo ph",2,HATE,1
"Hóng thánh, Đầu xui đuôi lọt","Hóng thánh, Đầu xui đuôi lọt",0,CLEAN,0
Đình Quang 😂😂 thuyết phục,Đình Quang 😂😂 thuyết phục,0,CLEAN,0
Tao xem mà t vui gần chết ! Nghe sướng lỗ tai 👂👂👂,Tao xem mà t vui gần chết ! Nghe sướng lỗ tai 👂👂👂,0,CLEAN,0
Kiểu này là toang thật rồi,Kiểu này là toang thật rồi,0,CLEAN,0
Dân 7k cười dân 30 ???,Dân 7k cười dân 30 ???,0,CLEAN,0
Cần tiêu diệt dân tộc Tàu khựa,Cần tiêu diệt dân tộc Tàu khựa,2,HATE,1
Trung Vũ VIẾT HOA bts LÊN,Trung Vũ VIẾT HOA bts LÊN,0,CLEAN,0
Combo bất hạnh 🤣🤣,Combo bất hạnh 🤣🤣,0,CLEAN,0
Hay lắm pro ?,Hay lắm pro ?,0,CLEAN,0
Giàu mà xài tiền giả,Giàu mà xài tiền giả,0,CLEAN,0
"Nhật cũng đéo phải thằng vừa gì đâu, với mấy thằng Đức nữa, thử khủng hoảng chính trị quân phiệt nhật nó lên xem nó có san bằng cái châu á ko :))","Nhật cũng đéo phải thằng vừa gì đâu, với mấy thằng Đức nữa, thử khủng hoảng chính trị quân phiệt nhật nó lên xem nó có san bằng cái châu á ko :))",2,HATE,1
Nghe thì vô lý nhưng mà nó lại hợp lý vch :>,Nghe thì vô lý nhưng mà nó lại hợp lý vch :>,0,CLEAN,0
vinahouse anh 3 :)),vinahouse anh 3 :)),0,CLEAN,0
Sung ban cat 1km thi sao ma trung .dao chem cach 10 m thi lam sao ma đut nha tien chi phet lac,Sung ban cat 1km thi sao ma trung .dao chem cach 10 m thi lam sao ma đut nha tien chi phet lac,2,HATE,1
Báo chí gì mà nói sạo lộ liễu. Nản,Báo chí gì mà nói sạo lộ liễu. Nản,2,HATE,1
Linh lốc cái mỏ như cái lồn,Linh lốc cái mỏ như cái lồn,2,HATE,1
ông là bố hay là con tôi đây,ông là bố hay là con tôi đây,0,CLEAN,0
"Thấy bảo hot năm nay cứ phải lát cốt, nhưng phải lồi mõm :))","Thấy bảo hot năm nay cứ phải lát cốt, nhưng phải lồi mõm :))",0,CLEAN,0
Anh trung vô diện,Anh trung vô diện,0,CLEAN,0
Nhưng mà ko cho chúng cháu đc nghỉ ạ 😪,Nhưng mà ko cho chúng cháu đc nghỉ ạ 😪,0,CLEAN,0
Nguyễn Trọng Quốc nguyễn khánh toàn chứ trần cái gì,Nguyễn Trọng Quốc nguyễn khánh toàn chứ trần cái gì,0,CLEAN,0
"Chuẩn luôn, ko thích theo dõi FB thì bỏ theo dõi đi. Theo dõi ng ta mà ko chấp nhận những gì ng ta đăng vậy hoá là sống giả tạo ah.","Chuẩn luôn, ko thích theo dõi FB thì bỏ theo dõi đi. Theo dõi ng ta mà ko chấp nhận những gì ng ta đăng vậy hoá là sống giả tạo ah.",0,CLEAN,0
Ko phải là Undead nhưng tộc này là bất tử,Ko phải là Undead nhưng tộc này là bất tử,0,CLEAN,0
Obama cũng tặng lại cho các bậc ở trên lá cờ của Venezuela =)),Obama cũng tặng lại cho các bậc ở trên lá cờ của Venezuela =)),0,CLEAN,0
Nhìn khó chịu vch.,Nhìn khó chịu vch.,1,OFFENSIVE,1
Muốn thành nghiệp lớn thì phải cố gắng rèn giũa bản thân hoàn thiện hơn thôi! Âu cũng chỉ vì bát cơm...,Muốn thành nghiệp lớn thì phải cố gắng rèn giũa bản thân hoàn thiện hơn thôi! Âu cũng chỉ vì bát cơm...,0,CLEAN,0
Oc bã đậu chỉ có j thôi,Oc bã đậu chỉ có j thôi,1,OFFENSIVE,1
Elipsport Trịnh Đức nó nói nghèo có nhau ... bác hiểu ko :)),Elipsport Trịnh Đức nó nói nghèo có nhau ... bác hiểu ko :)),0,CLEAN,0
Không bẩn thỉu không phải cộng sản mà.,Không bẩn thỉu không phải cộng sản mà.,2,HATE,1
@Nu 95 =)),@Nu 95 =)),0,CLEAN,0
MCVMedia bà này đeo vàng nhiều quá nhg ko biết có phải vàng thiệt ko đây🤪Hay giống như ông gì lúc trước đeo toàn vàng giả🤪 Nhìn màu sắc sợi dây chuyền giống như Đồng ( Cu ) vậy 🤪,MCVMedia bà này đeo vàng nhiều quá nhg ko biết có phải vàng thiệt ko đây🤪Hay giống như ông gì lúc trước đeo toàn vàng giả🤪 Nhìn màu sắc sợi dây chuyền giống như Đồng ( Cu ) vậy 🤪,0,CLEAN,0
Tiếc ziên là ăn mì gói,Tiếc ziên là ăn mì gói,0,CLEAN,0
"Xin chào Bác Danh Hài Chần Dần, chúc bác luôn mạnh khỏe ạ... Để chia sẻ tiên tri trước sau cho bà con Việt Nam được biết... Ahi","Xin chào Bác Danh Hài Chần Dần, chúc bác luôn mạnh khỏe ạ... Để chia sẻ tiên tri trước sau cho bà con Việt Nam được biết... Ahi",0,CLEAN,0
ok gionf,ok gionf,0,CLEAN,0
"Ông Nhật này chắc không biết Ở ngoài ấy người Ta giỏi Ní nuận nắm,.","Ông Nhật này chắc không biết Ở ngoài ấy người Ta giỏi Ní nuận nắm,.",0,CLEAN,0
"Giết quách được phát ra từ miệng 1 người đại diện cho pháp luật VN,hỏi đạo đức,trách nhiệm của ông ở đâu?hay ông là loài đv máu lạnh?","Giết quách được phát ra từ miệng 1 người đại diện cho pháp luật VN,hỏi đạo đức,trách nhiệm của ông ở đâu?hay ông là loài đv máu lạnh?",2,HATE,1
Vu Mai Huong ớ,Vu Mai Huong ớ,0,CLEAN,0
Dòng cap khá là thuyết phục,Dòng cap khá là thuyết phục,0,CLEAN,0
mà thanh toán qua master là đc giảm thêm 5tr,mà thanh toán qua master là đc giảm thêm 5tr,0,CLEAN,0
Sói sẽ bán bộ PC nếu live trym đủ 100k view nhé,Sói sẽ bán bộ PC nếu live trym đủ 100k view nhé,0,CLEAN,0
Lê Thanh Huyền Bich Phượng cứ ntn thì nát bét cái sn 🙂,Lê Thanh Huyền Bich Phượng cứ ntn thì nát bét cái sn 🙂,0,CLEAN,0
"Thoát án tử thôi chứ đâu có thoát án tù :v không chết nhưng ăn quả chung thân thì cũng vỡ mồm sống ko bằng chết, thôi trả lại nhân dân còn tí sái mà hưởng :3","Thoát án tử thôi chứ đâu có thoát án tù :v không chết nhưng ăn quả chung thân thì cũng vỡ mồm sống ko bằng chết, thôi trả lại nhân dân còn tí sái mà hưởng :3",0,CLEAN,0
"Đọc cười như khùng giữa khuya,ck tui mới tán tui sml kkkk","Đọc cười như khùng giữa khuya,ck tui mới tán tui sml kkkk",0,CLEAN,0
"Bác đấy cũng chỉ 2 mắt , 2 tay , 2 chân như người bt thôi . Để thay đổi thì k chỉ 1 sớm 1 chiều đc . Nói thật cho ad lên làm có nổi đc như bác đấy làm bây h ko mà nói","Bác đấy cũng chỉ 2 mắt , 2 tay , 2 chân như người bt thôi . Để thay đổi thì k chỉ 1 sớm 1 chiều đc . Nói thật cho ad lên làm có nổi đc như bác đấy làm bây h ko mà nói",0,CLEAN,0
Hay quá chị idol ơi 😍,Hay quá chị idol ơi 😍,0,CLEAN,0
Mốt thấy ạc treo trên shop :)))))))),Mốt thấy ạc treo trên shop :)))))))),0,CLEAN,0
Chị Minh Hiếu. Nhìn y như phụ nữ thật. Chứ ko phải chuyển giới.. Em rất thích chị. Alopduchucamo..,Chị Minh Hiếu. Nhìn y như phụ nữ thật. Chứ ko phải chuyển giới.. Em rất thích chị. Alopduchucamo..,0,CLEAN,0
Vui lo`ng Tien Tri Khi na`o ong  Tran Da`n chet ?,Vui lo`ng Tien Tri Khi na`o ong Tran Da`n chet ?,2,HATE,1
Ông nói : ông là cố vấn của TT Trump  vậy trong lúc dịch bệnh khó khăn như hiện tại thì ông làm được gì cho người dân Mỹ ? Hay là ông ngồi tréo cẳng mà nói dóc ??,Ông nói : ông là cố vấn của TT Trump vậy trong lúc dịch bệnh khó khăn như hiện tại thì ông làm được gì cho người dân Mỹ ? Hay là ông ngồi tréo cẳng mà nói dóc ??,0,CLEAN,0
Chúc mừng Thầy,Chúc mừng Thầy,0,CLEAN,0
Tôi có súng đó,Tôi có súng đó,0,CLEAN,0
Hoàn Thành anh được ưu tiên mà :)),Hoàn Thành anh được ưu tiên mà :)),0,CLEAN,0
Cua ghẹ tôm mực bạch tuột mà quất,Cua ghẹ tôm mực bạch tuột mà quất,0,CLEAN,0
Duyên vụ chị gái livetream đấy!,Duyên vụ chị gái livetream đấy!,0,CLEAN,0
"Mo mom ra biet ngu.nghi sao dung tu nhin,","Mo mom ra biet ngu.nghi sao dung tu nhin,",1,OFFENSIVE,1
❤️,❤️,0,CLEAN,0
My Tran e nói thật vkl luông đéo vòng vo tí nào mà lòng vòng có 1 tí thôi,My Tran e nói thật vkl luông đéo vòng vo tí nào mà lòng vòng có 1 tí thôi,0,CLEAN,0
đóng con cặc nhé!,đóng con cặc nhé!,2,HATE,1
Coi zui gần chết,Coi zui gần chết,0,CLEAN,0
Ông Tuân cười ngặt nghẽo từ đâu đến cuối luôn,Ông Tuân cười ngặt nghẽo từ đâu đến cuối luôn,0,CLEAN,0
"GẦY lâu năm, Gầy kinh niên, ăn ngủ kém, cơ địa khó TĂNG_CÂN. Ib m tư vấn, 100%","GẦY lâu năm, Gầy kinh niên, ăn ngủ kém, cơ địa khó TĂNG_CÂN. Ib m tư vấn, 100%",0,CLEAN,0
tên phim a oo,tên phim a oo,0,CLEAN,0
:)) mày tưởng mày ngon à chung??? Cơ mà mày ngon thật 😂,:)) mày tưởng mày ngon à chung??? Cơ mà mày ngon thật 😂,0,CLEAN,0
Abe tính cả rồi đánh VCSA xong bán suất trả nợ cho sena,Abe tính cả rồi đánh VCSA xong bán suất trả nợ cho sena,0,CLEAN,0
Ông lại lấy hết tiền mua sữa của tôi rồi. Sói said,Ông lại lấy hết tiền mua sữa của tôi rồi. Sói said,0,CLEAN,0
Sao e nhập nó lại ghi như v thầy. Ko đc :(,Sao e nhập nó lại ghi như v thầy. Ko đc :(,0,CLEAN,0
đưa dùm cái quyết định sử phạt sinh viên ko đóng bảo hiềm dùm nhá. đừng có sủa bậy ở đây,đưa dùm cái quyết định sử phạt sinh viên ko đóng bảo hiềm dùm nhá. đừng có sủa bậy ở đây,0,CLEAN,0
Do gia deo nhieu vo chet quan mang,Do gia deo nhieu vo chet quan mang,0,CLEAN,0
và đéo có ai tham nhũng cả :v,và đéo có ai tham nhũng cả :v,0,CLEAN,0
Bác Lân cứ dụ bác Dần múa thần quyền :vv,Bác Lân cứ dụ bác Dần múa thần quyền :vv,0,CLEAN,0
@Phú Đại GMTV vậy mày vô đây sủa làm cc gì tml,@Phú Đại GMTV vậy mày vô đây sủa làm cc gì tml,2,HATE,1
a độ rất là gắt ::),a độ rất là gắt ::),0,CLEAN,0
Kiều Trung Kiên tướng mới YaBa 🤣🤣,Kiều Trung Kiên tướng mới YaBa 🤣🤣,0,CLEAN,0
Thế là được rồi. Ae đã rất cố gắng rồi. Về làm stream cho ae thôi. Cuộc chơi mà. Có lúc nọ lúc kia,Thế là được rồi. Ae đã rất cố gắng rồi. Về làm stream cho ae thôi. Cuộc chơi mà. Có lúc nọ lúc kia,0,CLEAN,0
Ăn mặc riết không ra gì,Ăn mặc riết không ra gì,1,OFFENSIVE,1
Gọi là báo nhưng chúng là bồi bút của lũ cướp nên chúng tiếp tay cho bọn cướp,Gọi là báo nhưng chúng là bồi bút của lũ cướp nên chúng tiếp tay cho bọn cướp,2,HATE,1
Truyền Thái Y chưa mấy đứa >.< thầy còn bệnh nè,Truyền Thái Y chưa mấy đứa >.< thầy còn bệnh nè,0,CLEAN,0
chúng tao tuyên giáo hân hạnh tài trợ cho nas thực hiện chương trình mị dân này pew bưng bô said,chúng tao tuyên giáo hân hạnh tài trợ cho nas thực hiện chương trình mị dân này pew bưng bô said,2,HATE,1
E,E,0,CLEAN,0
Trạm nào cũng tăng giá. Không đi qua thì đi vòng cũng mất tiền xăng. Bố là chính quyền thì tất nhiên bố có quyền,Trạm nào cũng tăng giá. Không đi qua thì đi vòng cũng mất tiền xăng. Bố là chính quyền thì tất nhiên bố có quyền,0,CLEAN,0
Rất thuyết phục 😀,Rất thuyết phục 😀,0,CLEAN,0
"Gel rửa tay khô mini đi ạ , chỉ từ 70k/c . hàng chuẩn usa 🇺🇸","Gel rửa tay khô mini đi ạ , chỉ từ 70k/c . hàng chuẩn usa 🇺🇸",0,CLEAN,0
"Đội mixi gaming thua cx đúng thôi đó là đội mình nhường thái thôi:v mọi người tâm lý bt anh độ muốn về nc cày ""Hãy trao cho anh "" lên đã cố tình thua để chiều ý a độ 😆","Đội mixi gaming thua cx đúng thôi đó là đội mình nhường thái thôi:v mọi người tâm lý bt anh độ muốn về nc cày ""Hãy trao cho anh "" lên đã cố tình thua để chiều ý a độ 😆",0,CLEAN,0
Đừng so sánh sống nhanh sống chậm mà hãy sống đẹp như những con thiên nga của trai cốp sờ ki đi các bạn,Đừng so sánh sống nhanh sống chậm mà hãy sống đẹp như những con thiên nga của trai cốp sờ ki đi các bạn,0,CLEAN,0
Trung Đinh ...,Trung Đinh ...,0,CLEAN,0
Tội anh mấy ông êy,Tội anh mấy ông êy,0,CLEAN,0
Cắt cổ các đối thủ .... anh trung sát thủ,Cắt cổ các đối thủ .... anh trung sát thủ,0,CLEAN,0
Clear hương bia tắm không biết sạch không nhưng hơi say,Clear hương bia tắm không biết sạch không nhưng hơi say,0,CLEAN,0
Xài tiền le,Xài tiền le,0,CLEAN,0
"Có thể các bạn chửi chúng nó là ngu nhưng mà đó là chúng nó lo cho con cháu đấy, có điều không phải con cháu các bạn thôi. Xong phi vụ này con cháu nó đổi màu hộ chiếu các kiểu hết :))","Có thể các bạn chửi chúng nó là ngu nhưng mà đó là chúng nó lo cho con cháu đấy, có điều không phải con cháu các bạn thôi. Xong phi vụ này con cháu nó đổi màu hộ chiếu các kiểu hết :))",2,HATE,1
Đan Độ =))) 🤣,Đan Độ =))) 🤣,0,CLEAN,0
Chị chửi hay quá chị ơi ? E luôn ủng hộ chị,Chị chửi hay quá chị ơi ? E luôn ủng hộ chị,0,CLEAN,0
Thiếu răng... Phát âm ko chuẩn...,Thiếu răng... Phát âm ko chuẩn...,0,CLEAN,0
Xem mèo tôm bị bản quyền là bay jeenh đấy,Xem mèo tôm bị bản quyền là bay jeenh đấy,0,CLEAN,0
Già mà non quá =)),Già mà non quá =)),0,CLEAN,0
Nói chung cũng tạm thôi ae ạ .. Không hay lắm .. nội dung bt .. giật mình đùnh đùng ấy ..,Nói chung cũng tạm thôi ae ạ .. Không hay lắm .. nội dung bt .. giật mình đùnh đùng ấy ..,0,CLEAN,0
978781847,978781847,0,CLEAN,0
gặp idol Nam blue k tộc trưởng :)),gặp idol Nam blue k tộc trưởng :)),0,CLEAN,0
giống chứ .,giống chứ .,0,CLEAN,0
Ae cẩn thận đừng lái máy cày sau khi uống rượu nhá,Ae cẩn thận đừng lái máy cày sau khi uống rượu nhá,0,CLEAN,0
Đợi lâu nhưng ko hối hận tại Hai quá,Đợi lâu nhưng ko hối hận tại Hai quá,0,CLEAN,0
Lộc Thành Đặng anh ba tan xác =)))))),Lộc Thành Đặng anh ba tan xác =)))))),0,CLEAN,0
Mạnh Phúc lũ súc vật. Quê tui 😭,Mạnh Phúc lũ súc vật. Quê tui 😭,2,HATE,1
Khá ưng :3,Khá ưng :3,0,CLEAN,0
Ngộ ghê ta? Cách ly là để an toàn chứ bộ. Lỡ bản thân có bệnh thì sao? Không nói tới chuyện lây cho người khác hay không nhưng khi mang bệnh mà không đi khám hay cách ly để chữa trị thì sống được sao? Thà chết chứ không muốn sống à?,Ngộ ghê ta? Cách ly là để an toàn chứ bộ. Lỡ bản thân có bệnh thì sao? Không nói tới chuyện lây cho người khác hay không nhưng khi mang bệnh mà không đi khám hay cách ly để chữa trị thì sống được sao? Thà chết chứ không muốn sống à?,0,CLEAN,0
Lại đc phát triển tắm sông du lịch,Lại đc phát triển tắm sông du lịch,0,CLEAN,0
bạn phán chuẩn vc :),bạn phán chuẩn vc :),0,CLEAN,0
"A ha chào cụ tiên sư trần mần ,hay mình khoái nghe hài của cụ ,coi chừng cụ nhé em NCov nó quặc vô là cụ đi đấy ,còn giờ này cụ chỉ có dương vật teo chứ sao mà cúm dơi cúm mèo đc","A ha chào cụ tiên sư trần mần ,hay mình khoái nghe hài của cụ ,coi chừng cụ nhé em NCov nó quặc vô là cụ đi đấy ,còn giờ này cụ chỉ có dương vật teo chứ sao mà cúm dơi cúm mèo đc",0,CLEAN,0
"Đm trang này phản động mọi người ạ. THP là doanh nghiệp nhà nước làm gì có chuyện sai trái bao giờ, bọn nó đào bùn lấy cặn đấy.","Đm trang này phản động mọi người ạ. THP là doanh nghiệp nhà nước làm gì có chuyện sai trái bao giờ, bọn nó đào bùn lấy cặn đấy.",2,HATE,1
Tao đã reply rồi!,Tao đã reply rồi!,0,CLEAN,0
Cmt xem còn fan cứng k😂,Cmt xem còn fan cứng k😂,0,CLEAN,0
Nhìn chị em ko biết lgbt đâu,Nhìn chị em ko biết lgbt đâu,0,CLEAN,0
Chuyện này bình thuong rui k ai quan tâm đâu.,Chuyện này bình thuong rui k ai quan tâm đâu.,0,CLEAN,0
Anh ấy có kq âm tính rồi ạ.,Anh ấy có kq âm tính rồi ạ.,0,CLEAN,0
1 từ: cút🖕🏻,1 từ: cút🖕🏻,0,CLEAN,0
Nam mo a di da phat,Nam mo a di da phat,0,CLEAN,0
Bên mĩ nổi tieng đánh bom,Bên mĩ nổi tieng đánh bom,1,OFFENSIVE,1
Bả nói gì vậy mọi người😂,Bả nói gì vậy mọi người😂,0,CLEAN,0
"Nga ""chiếm"" đảo của Nhật: Thế ad ủng hộ đánh nhau đi. Hay ad qua Tàu tự sát nhé. Em ủg hộ 2tay","Nga ""chiếm"" đảo của Nhật: Thế ad ủng hộ đánh nhau đi. Hay ad qua Tàu tự sát nhé. Em ủg hộ 2tay",0,CLEAN,0
Ông trần dần nói tổng thống phải nge hé hé đúng tự do ngôn luận,Ông trần dần nói tổng thống phải nge hé hé đúng tự do ngôn luận,0,CLEAN,0
"Khổ bố lân ép cụ quá ,nhưng phải nói cụ còn khỏe và sung lắm ,chứ đâu có lởm khởm như đào tụt quần và phan kỳ nhông","Khổ bố lân ép cụ quá ,nhưng phải nói cụ còn khỏe và sung lắm ,chứ đâu có lởm khởm như đào tụt quần và phan kỳ nhông",0,CLEAN,0
tự nhận mình là thằng mặt heo,tự nhận mình là thằng mặt heo,2,HATE,1
Maruko Linh gấu tró à,Maruko Linh gấu tró à,0,CLEAN,0
Nguyễn Bảo Nguyen Bao Minh lời hứa năm xưa,Nguyễn Bảo Nguyen Bao Minh lời hứa năm xưa,0,CLEAN,0
