model_name,train_setting,noise_type,eval_text_variant,text,y_true,y_pred,true_label,pred_label
svm_saved_baseline,original_artifact,mixed_noise,before_norm,Toiiii nghiiii gioooo trung thuuuu hauuuu nhuuuu c.a.c*cc doiiii deuuuu muonnnn hoaaaa thannnn thanh diennnn viennnn nhatttt bannnn vaaaa dongggg phimmmm voiiii nhauuuu 15-20p deeee nammmm sauuuu hayyyy lannnn sauuuu connnn coooo kiiii niemmmm,0,1,CLEAN,OFFENSIVE
svm_saved_baseline,original_artifact,mixed_noise,before_norm,"Nhung Phammmm Aiiii cheeee ngheo ngtaaaa coooo tiennnn diiii nuocccc naoooo keeee m*eee n.g.uoiiii taaaa, Noooo vannnn mangggg qtich VNNNN thiiii veeee VNNNN chuaaaa VNNNN daaaa cammmm dauuuu maaaa lennnn tieng lmmmm jjjj ICHHHH KYYYY",2,0,HATE,CLEAN
svm_saved_baseline,original_artifact,mixed_noise,before_norm,"Theeee laaaa tuuuu c.a.c*cc ongggg suyyyy raaaa chuuuu thien duong, tuuuu nhetttt chuuuu vaoooo mommmm chuuuu dangggg koooo noiiii dungggg koooo",2,1,HATE,OFFENSIVE
svm_saved_baseline,original_artifact,mixed_noise,before_norm,d.i.tttt n*****u,1,0,OFFENSIVE,CLEAN
svm_saved_baseline,original_artifact,mixed_noise,before_norm,Taoooo thayyyy nhiem covid nayyyy toannnn bonnnn n*******u tiennnn vaaaa thich diiii duuuu lichhhh day..,2,0,HATE,CLEAN
svm_saved_baseline,original_artifact,mixed_noise,before_norm,Rangggg songggg diennnn haiiii c.h.oooo mayyyy connnn coiiii nheeee bac*cc TDDDD,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,Dungggg coooo biennnn minhhhh =)))) c.h.oiiii l*nnnn,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,Haizz. Ntheeee nayyyy t*********i dannnn khoooo quaaaa,1,0,OFFENSIVE,CLEAN
xlmr_note08,original,mixed_noise,before_norm,theeee nayyyy maaaa chiiii phatttt gayyyy rrrr tratttt t*******u congggg congggg thoiiii aaaa dungggg laaaa dannnn minhhhh,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,Muaaaa c.h.oooo emmmm hopppp bcssss miiii saiiii c*oooo oaiiii :)),0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,koooo coooo diemmmm dungggg l***********n haaaa troiiii ☹☹☹,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,Leeee Vannnn Quatttt x*********n vidddd ongggg,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,"Lyyyy khung t*********i co,kk",0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,AAAA thiiii raaaa n.g.uoiiii Nhatttt c*****g chang honnnn Voooo Hongggg Tammmm,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,Thayyyy treuuuu ongggg c.h.oooo lammmm v****o biiii theeee laaaa dungggg rrrr,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,Oiiii t***********i thoooo,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,hangggg luc.c*c naoooo cungggg phaiiii chuan nhuuuu hommmm nayyyy giaoooo toiiii dayyyy nheeee,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,Leeeee Shung Liemmmm yepppp y*****. ngayyyy c.h.oooo eeee,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,setttt doooo deeee c.a.c*cc vannnn dongggg viennnn annnn tetttt sauuuu vfffff quannnn lyyyy tiennnn thuong,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,Thayyyy n******u,2,1,HATE,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,Dc.c*c dayyyy abeeee,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,Hongggg phannnn 2222 cuaaaa haiiii haiiii n*******i cuaaaa anhhhh Baaaa taiiii Lasvegas,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,Setttt danhhhh c***********t taoooo diiii,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,Am.ennnn ongggg vannnn k*****e Idollll cuaaaa tuiiii,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,Chiiii baaaa giaaaa theeee giauuuu chiiii oiiii emmmm khoooo quaaaa chiiii baaaa oiiii g*****p c.h.oooo emmmm diiii chiiii Saiiii tiennnn maaaa tiemmmm vangggg Saiiii koooo bangggg chiiii,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,(YYYY) pageeee nayyyy adddd noooo kiennnn thuc*cc uyennnn sauuuu lammmm tuuuu xayyyy dungggg taiiii chinh yyyy teeee caiiii jjjj nnnn cungggg ammmm hieuuuu =)))) n.g.uuuu dotttt + nhiet tinhhhh = phaaaa hoaiiii koooo saiiii bhhhh,2,1,HATE,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,"Deeee nghiiii 17777, 22,23,32 dennnn phaaaa vaiiii hoiiii vaoooo m*tttt tkkkk nayyyy deeee noooo diiii c.a.chhhh lyyyy theeee gioiiii hannnn diiii.",2,1,HATE,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,"Nhaaaa Xaaaa truong hoc.c*c, nhaaaa gannnn cauuuu tieuuuu cauuuu noiiii daaaa gannnn sauuuu vaoooo dauuuu taoooo :)))))",0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,AAAA keeee chuyen nnnn l****i hayyyy v.llll 😂,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,Hoang Yennnn fannnn cungggg doooo mixiiii t*********i diiii annnn lauuuu phannnn thoiiii =)))))))))))),0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,Frommmm Binhhhh Phuoc.c*c <3333,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,Mongggg thayyyy chiiii d***********g mvvvv thoiiii :vvvv,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,Trannnn Linhhhh delllll h***********u kieuuuu jjjj :)),1,0,OFFENSIVE,CLEAN
xlmr_note08,original,mixed_noise,before_norm,Alexxxx Duong t*******t luonnnn 😤,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,Channnn thuc.c*c suuuu =))),0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,Leeee Khanh Annnn keeee ngggg taaaa viec.c*c nhaaaa mikkkk laaaa giuuuu topppp🙂,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,"Coooo noiiii chuyen tuuuu nhien, d*******e thuong xemmmm thich gheeee",0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,Hanhhhh Vietttt hetttt caiiii bonnnn cuc*cc kiiii thuyet phucccc bayyyy gioooo laiiii dennnn bonnnn : “ OOOO nhaaaa giupppp m.eeee giupppp cha.... “ Xammmm lollll nhuuuu nhauuuu caaaa thoiiii,2,1,HATE,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,bestttt c*******a khiaaaa,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,n.g.uyennnn Thiiii Thuyyyy c*oooo connnn chuuuu duiiii dauuuu raaaa,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,P***********t,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,Buonnnn c***********i,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,G***********v,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,Thayyyy tuuuu dapppp doooo chennnn commmm chuuuu aiiii themmmm cuopppp :*) Dangggg yennnn dangggg lanhhhh tuuuu nhien gayyyy dayyyy chuuuu :3333,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,Depppp traiiii q*********a abeeee oiiii,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,Chiiii Baaaa vaaaa Hieuuuu Minhhhh 2222 n.g.uoiiii thuong nhauuuu nhuuuu chiiii emmmm ruot; Hieuuuu minhhhh quayyyy clipppp nhannnn quaaaa cuaaaa chiiii Baaaa c*oooo quaaaa troiiii luon. Hieuuuu Minhhhh connnn huaaaa choooo chiiii Baaaa 1111 mieng datttt vaaaa soiiii dayyyy chuyen 10000 cayyyy nuaaaa maaaa. Huaaaa laaaa nhoooo giuuuu loiiii do.Dung laaaa songggg voiiii nhauuuu bangggg tinhhhh nghia channnn that.,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,Coooo baaaa oiiii coooo giauuuu lammmm zzzz coooo giupppp n***g n.g.uoiiii khoooo giong nkuuuu tuiiii connnn diiii coooo,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,n.g.uyennnn thiiii tuoiiii t*****m doooo bannnn,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,Aiiii hieuuuu lammmm anhhhh daaaa noiiii emmmm ngheeee emmmm noiiii voiiii n.g.uoiiii doooo giummmm c*oooo,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,Cammmm onnnn t***********y baaaa,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,Thich nhatttt baiiii chiec k***********n gioooo ammmm 🌬,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,LKc.c*C tapppp nayyyy xinhhhh thucccc su...,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,Dapppp queeee gioooo d*******i aaaa baaaa,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,Selaaaa kitttt c.learrrr petland phuuuu d****o deeee abeeee lammmm hetttt😎,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,n.g.uyennnn Ngoc*cc Linhhhh xetttt nghiem matttt 10000 tieng moiiii coooo kp.ai ranhhhh deeee xepppp hangggg doiiii 10000 tieng moiiii dcccc hiennnn mauuuu dauuuu,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,Toannnn t*******h phannnn,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,"Chiiii baaaa nhieu tiennnn thiiii diiii lammmm tuuuu thien,con oooo doooo noiiii tucccc tieu, gioooo bannnn. Lammmm nhucccc n.g.uoiiii vnnnn trennnn theeee gioi. Lammmm baiiii hoaiiii nennnn vannnn hoaaaa vnnnn. Xinnnn yeuuuu c*cccc capppp coooo thammmm quyen vaoooo cuocccc suuuu lyyyy.",0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,Tetttt diiii s*********m doooo tetttt,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,Sepppp n.g.uoiiii t***a 😞,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,Baaaa nayyyy noiiii dungggg maaaa baaaa doooo diiii lammmm oooo sinnnn guiiii tiennnn doooo veeee Vietttt Nammmm huong chuuuu tiennnn V***********t Nammmm lammmm jjjj coooo giaaaa triiii tuyyyy baaaa noiiii chuyen thoooo loooo tiiii nhung maaaa baaaa noiiii dungggg ma...,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,Sepppp oooo d*********u vvvv ?!,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,Oiiii boooo caiiii luuuu thanh niennnn h*********m lollll. Depppp matttt quaaaa 😒😒,2,1,HATE,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,Hiennnn Hiennnn troiiii d*********t oiiii chiiii emmmm,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,Duyyyy Linhhhh minhhhh raaaa sannnn bayyyy diiii maaaa gapppp 10000 thang t****y thiiii chiiii 2222 n.g.uoiiii tayyyy chieu deoooo khauuuu trang thoiiii 😂,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,Cayyyy butttt d****p v.llll,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,Matttt chiiii nhinnnn soooo honnnn m*********t ongggg kiaaaa aaaa 😞,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,Truoc.c*c sauuuu jjjj cungggg diiii theoooo phucccc xaoooo lollll,2,1,HATE,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,Theoooo trung congggg diiii rrrr dennnn luc.c*c koooo connnn loiiii dungggg dcccc baaaa seeee thayyyy canh. Hayyyy nhoooo cauuuu dungggg ngheeee nhung jjjj cssss noiiii ma..😂😂😂,2,1,HATE,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,Congggg annnn maaaa muonnnn xuuuu lyyyy thiiii 2222 ongggg luatttt suuuu nayyyy seeee biennnn matttt ngayyyy lapppp tuc*cc. Chuuuu chaaaa phaiiii biiii danhhhh giuaaaa duong rrrr chupppp anhhhh mauuuu m.eeee postttt lennnn mangggg rammmm rammmm dauuuu,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,Nac.c*c Naaaa tttt cungggg koooo btttt nuaaaa😁,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,RIetttt thang adddd chuiiii nhammmm quaaaa cp1111 jjjj thiiii chuiiii benhhhh vien. Loiiii caaaa caiiii datttt nuoc.c*c vaoooo lammmm jjjj :)),2,1,HATE,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,Chuc.c*c mungggg idollll :)),0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,Taoooo b*******o tay.....:v,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,Tetttt coooo hayyyy koooo quannnn trong nhatttt vannnn laaaa doooo anhhhh thoooo catttt toc.c*c Toooo Phammmm :)),0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,Aiiii muaaaa coc.c*c voiiii tuiiii hemmm,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,Doc*cc ratttt diennnn cammmm 10000 diemmmm veeee c.h.oooo,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,coooo deeee thuong q*********a troiiii oiiii,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,Gannnn datttt xaaaa troiiii r*****r noiiii itttt thoiiii,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,Coooo Hieuuuu d*******n quaaaa,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,bannnn hangggg reeee koooo thommmm lauuuu thiiii noiiii koooo thommmm lauuuu . noiiii hangggg fakeeee . mac.c*c jjjj quang baaaa lammmm nhuuuu totttt lammmm .,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,caiiii jjjj c.h.oooo noooo thatttt taiiii saoooo m*****h laaaa dannnn ongggg biennnn thanh dannnn baaaa,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,Datttt Royal Bac.c*c thatttt coooo connnn matttt tinhhhh doiiii,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,"Replay thayyyy macccc m*tttt, voteeee doiiii ongggg ed.i.tttt",0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,Ngheo khoooo coooo nhauuuu c*********n giauuuu thiiii saoooo nhiiii.,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,Cauuuu vangggg diiii r*****r abeeee oiiii huhuuuu,0,1,CLEAN,OFFENSIVE
xlmr_note08,original,mixed_noise,before_norm,"@Thanh Diepppp Phannnn coooo lyyyy, lammmm jjjj coooo a***i vuaaaa c.h.ongggg CSSSS maaaa vuaaaa chuiiii ongggg trump",0,1,CLEAN,OFFENSIVE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,theeee nayyyy maaaa chiiii phatttt gayyyy rrrr tratttt t*******u congggg congggg thoiiii aaaa dungggg laaaa dannnn minhhhh,0,2,CLEAN,HATE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,koooo coooo diemmmm dungggg l***********n haaaa troiiii ☹☹☹,0,1,CLEAN,OFFENSIVE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,caiiii jjjj t*********e :)),0,1,CLEAN,OFFENSIVE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,Leeee Vannnn Quatttt x*********n vidddd ongggg,0,1,CLEAN,OFFENSIVE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,AAAA thiiii raaaa n.g.uoiiii Nhatttt c*****g chang honnnn Voooo Hongggg Tammmm,0,2,CLEAN,HATE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,Thayyyy treuuuu ongggg c.h.oooo lammmm v****o biiii theeee laaaa dungggg rrrr,0,1,CLEAN,OFFENSIVE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,Oiiii t***********i thoooo,0,1,CLEAN,OFFENSIVE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,hangggg luc.c*c naoooo cungggg phaiiii chuan nhuuuu hommmm nayyyy giaoooo toiiii dayyyy nheeee,0,2,CLEAN,HATE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,setttt doooo deeee c.a.c*cc vannnn dongggg viennnn annnn tetttt sauuuu vfffff quannnn lyyyy tiennnn thuong,0,2,CLEAN,HATE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,Thayyyy n******u,2,0,HATE,CLEAN
xlmr_note08,augmented_mixed,mixed_noise,before_norm,Dc.c*c dayyyy abeeee,0,1,CLEAN,OFFENSIVE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,Setttt danhhhh c***********t taoooo diiii,0,1,CLEAN,OFFENSIVE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,Am.ennnn ongggg vannnn k*****e Idollll cuaaaa tuiiii,0,1,CLEAN,OFFENSIVE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,Chiiii baaaa giaaaa theeee giauuuu chiiii oiiii emmmm khoooo quaaaa chiiii baaaa oiiii g*****p c.h.oooo emmmm diiii chiiii Saiiii tiennnn maaaa tiemmmm vangggg Saiiii koooo bangggg chiiii,0,2,CLEAN,HATE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,"Nhaaaa Xaaaa truong hoc.c*c, nhaaaa gannnn cauuuu tieuuuu cauuuu noiiii daaaa gannnn sauuuu vaoooo dauuuu taoooo :)))))",0,2,CLEAN,HATE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,AAAA keeee chuyen nnnn l****i hayyyy v.llll 😂,0,1,CLEAN,OFFENSIVE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,Mongggg thayyyy chiiii d***********g mvvvv thoiiii :vvvv,0,1,CLEAN,OFFENSIVE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,Trannnn Linhhhh delllll h***********u kieuuuu jjjj :)),1,0,OFFENSIVE,CLEAN
xlmr_note08,augmented_mixed,mixed_noise,before_norm,Channnn thuc.c*c suuuu =))),0,1,CLEAN,OFFENSIVE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,"Coooo noiiii chuyen tuuuu nhien, d*******e thuong xemmmm thich gheeee",0,2,CLEAN,HATE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,n.g.uyennnn Thiiii Thuyyyy c*oooo connnn chuuuu duiiii dauuuu raaaa,0,2,CLEAN,HATE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,P***********t,0,1,CLEAN,OFFENSIVE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,Buonnnn c***********i,0,1,CLEAN,OFFENSIVE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,G***********v,0,1,CLEAN,OFFENSIVE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,Thayyyy tuuuu dapppp doooo chennnn commmm chuuuu aiiii themmmm cuopppp :*) Dangggg yennnn dangggg lanhhhh tuuuu nhien gayyyy dayyyy chuuuu :3333,0,2,CLEAN,HATE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,Chiiii Baaaa vaaaa Hieuuuu Minhhhh 2222 n.g.uoiiii thuong nhauuuu nhuuuu chiiii emmmm ruot; Hieuuuu minhhhh quayyyy clipppp nhannnn quaaaa cuaaaa chiiii Baaaa c*oooo quaaaa troiiii luon. Hieuuuu Minhhhh connnn huaaaa choooo chiiii Baaaa 1111 mieng datttt vaaaa soiiii dayyyy chuyen 10000 cayyyy nuaaaa maaaa. Huaaaa laaaa nhoooo giuuuu loiiii do.Dung laaaa songggg voiiii nhauuuu bangggg tinhhhh nghia channnn that.,0,2,CLEAN,HATE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,Coooo baaaa oiiii coooo giauuuu lammmm zzzz coooo giupppp n***g n.g.uoiiii khoooo giong nkuuuu tuiiii connnn diiii coooo,0,2,CLEAN,HATE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,n.g.uyennnn thiiii tuoiiii t*****m doooo bannnn,0,1,CLEAN,OFFENSIVE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,Thich nhatttt baiiii chiec k***********n gioooo ammmm 🌬,0,1,CLEAN,OFFENSIVE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,Selaaaa kitttt c.learrrr petland phuuuu d****o deeee abeeee lammmm hetttt😎,0,2,CLEAN,HATE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,n.g.uyennnn Ngoc*cc Linhhhh xetttt nghiem matttt 10000 tieng moiiii coooo kp.ai ranhhhh deeee xepppp hangggg doiiii 10000 tieng moiiii dcccc hiennnn mauuuu dauuuu,0,2,CLEAN,HATE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,"Chiiii baaaa nhieu tiennnn thiiii diiii lammmm tuuuu thien,con oooo doooo noiiii tucccc tieu, gioooo bannnn. Lammmm nhucccc n.g.uoiiii vnnnn trennnn theeee gioi. Lammmm baiiii hoaiiii nennnn vannnn hoaaaa vnnnn. Xinnnn yeuuuu c*cccc capppp coooo thammmm quyen vaoooo cuocccc suuuu lyyyy.",0,2,CLEAN,HATE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,Motttt phutttt boc.c*c dongggg bangggg caaaa doiiii bocccc cucccc 😂,1,2,OFFENSIVE,HATE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,Tetttt diiii s*********m doooo tetttt,0,1,CLEAN,OFFENSIVE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,Abaaaa hatttt hayyyy quaaaa N***********e xongggg xiuuuu luonnnn,0,1,CLEAN,OFFENSIVE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,Eoooo thich thiiii biennnn diiii thoc*cc connnn matttt c.h.ongggg caiiii taiiii lennnn xemmmm lammmm ghiiii,1,2,OFFENSIVE,HATE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,Baaaa nayyyy noiiii dungggg maaaa baaaa doooo diiii lammmm oooo sinnnn guiiii tiennnn doooo veeee Vietttt Nammmm huong chuuuu tiennnn V***********t Nammmm lammmm jjjj coooo giaaaa triiii tuyyyy baaaa noiiii chuyen thoooo loooo tiiii nhung maaaa baaaa noiiii dungggg ma...,0,2,CLEAN,HATE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,Sepppp oooo d*********u vvvv ?!,0,1,CLEAN,OFFENSIVE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,Oiiii boooo caiiii luuuu thanh niennnn h*********m lollll. Depppp matttt quaaaa 😒😒,2,1,HATE,OFFENSIVE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,Duyyyy Linhhhh minhhhh raaaa sannnn bayyyy diiii maaaa gapppp 10000 thang t****y thiiii chiiii 2222 n.g.uoiiii tayyyy chieu deoooo khauuuu trang thoiiii 😂,0,2,CLEAN,HATE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,Cayyyy butttt d****p v.llll,0,1,CLEAN,OFFENSIVE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,Matttt chiiii nhinnnn soooo honnnn m*********t ongggg kiaaaa aaaa 😞,0,1,CLEAN,OFFENSIVE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,Truoc.c*c sauuuu jjjj cungggg diiii theoooo phucccc xaoooo lollll,2,1,HATE,OFFENSIVE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,Congggg annnn maaaa muonnnn xuuuu lyyyy thiiii 2222 ongggg luatttt suuuu nayyyy seeee biennnn matttt ngayyyy lapppp tuc*cc. Chuuuu chaaaa phaiiii biiii danhhhh giuaaaa duong rrrr chupppp anhhhh mauuuu m.eeee postttt lennnn mangggg rammmm rammmm dauuuu,0,2,CLEAN,HATE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,Nac.c*c Naaaa tttt cungggg koooo btttt nuaaaa😁,0,1,CLEAN,OFFENSIVE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,"dauuuu hauuuu cannnn k***********, noiiii boooo thoiiii",0,1,CLEAN,OFFENSIVE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,Chuc.c*c mungggg idollll :)),0,1,CLEAN,OFFENSIVE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,Taoooo b*******o tay.....:v,0,1,CLEAN,OFFENSIVE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,Tetttt coooo hayyyy koooo quannnn trong nhatttt vannnn laaaa doooo anhhhh thoooo catttt toc.c*c Toooo Phammmm :)),0,2,CLEAN,HATE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,Baroibeo diiii n******u rrrr,0,1,CLEAN,OFFENSIVE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,Doc*cc ratttt diennnn cammmm 10000 diemmmm veeee c.h.oooo,0,1,CLEAN,OFFENSIVE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,coooo deeee thuong q*********a troiiii oiiii,0,1,CLEAN,OFFENSIVE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,Gannnn datttt xaaaa troiiii r*****r noiiii itttt thoiiii,0,1,CLEAN,OFFENSIVE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,uaaaa c.h.oooo hoiiii Minhhhh Hieuuuu laaaa gaiiii thiet hayyyy l***a tuuuu traiiii sangggg gaiiii ??? Taiiii hongggg bietttt,0,2,CLEAN,HATE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,bannnn hangggg reeee koooo thommmm lauuuu thiiii noiiii koooo thommmm lauuuu . noiiii hangggg fakeeee . mac.c*c jjjj quang baaaa lammmm nhuuuu totttt lammmm .,0,2,CLEAN,HATE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,caiiii jjjj c.h.oooo noooo thatttt taiiii saoooo m*****h laaaa dannnn ongggg biennnn thanh dannnn baaaa,0,1,CLEAN,OFFENSIVE
xlmr_note08,augmented_mixed,mixed_noise,before_norm,Datttt Royal Bac.c*c thatttt coooo connnn matttt tinhhhh doiiii,0,2,CLEAN,HATE
